SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2937,3,3,Suburb,2009,285214.71455494023
1694,5,2,Urban,1964,157035.51757514168
1924,2,1,Urban,1956,164450.3860831758
1151,5,2,Urban,1994,140669.40765685294
1585,3,1,Urban,2014,130953.88170420619
2900,4,2,Urban,1950,244615.4421331225
1912,2,3,Urban,2019,197698.53050991974
1273,4,2,Rural,2020,189411.03764835116
2577,3,1,Urban,2011,317264.95278559776
1495,2,2,Suburb,1966,289389.6368216565
2747,4,2,Suburb,2011,248629.37280312533
1100,3,3,Urban,2000,25742.900067933122
1556,4,1,Urban,1988,209241.81462275938
2105,5,1,Suburb,1992,223202.4731573169
2552,5,2,Suburb,1953,311207.56211827503
1072,3,1,Suburb,2017,143793.03128162323
2037,4,1,Urban,1993,308408.40374797257
2456,3,1,Suburb,2007,203279.86346251916
1156,4,3,Urban,2014,159730.8547147422
1734,2,3,Urban,1996,170227.33097300454
1131,3,3,Urban,1959,-13692.026068213338
2361,3,1,Urban,1970,300231.75407349394
2018,4,3,Suburb,2005,311967.39250561816
2427,3,1,Rural,1960,278947.3023126007
2399,2,3,Rural,1969,312488.9712068203
2911,4,2,Rural,1989,251707.03469147143
1558,4,1,Suburb,1977,191069.61053743568
1106,4,2,Suburb,1958,140684.21320150007
2643,2,2,Urban,1995,291642.0040928124
1264,2,2,Rural,2002,84297.5202010081
2228,3,3,Suburb,2010,320605.387688019
2102,4,3,Urban,2003,321800.12401628506
1154,2,2,Urban,1969,133594.87833371808
2806,5,2,Urban,1955,337992.752366379
1987,3,2,Urban,2000,214085.88897007343
1996,2,3,Urban,1986,143798.23892343114
1246,2,2,Urban,2020,78288.23073434722
1530,2,2,Suburb,1957,290643.8199147016
1857,3,1,Urban,1985,153921.25362355966
2971,2,2,Suburb,1956,255013.78141797957
1537,2,1,Suburb,2018,151390.92676870883
1728,5,1,Rural,2005,292976.48490333726
2177,5,1,Rural,1986,185530.3559411385
1153,5,3,Urban,2001,279957.95252445777
2709,2,2,Urban,2014,359253.08674049255
1091,5,2,Rural,2020,77616.42942724071
2456,4,1,Urban,1986,330455.62086209154
1337,5,1,Suburb,1955,107837.105654763
2503,5,1,Suburb,1992,238048.27820802288
2716,2,1,Urban,1957,302647.7195684755
2154,4,2,Rural,2005,294566.0847091167
1449,5,2,Urban,2005,175002.91695679733
1809,2,1,Rural,1986,186045.55179004284
1786,4,1,Suburb,1975,169858.80437305523
1272,5,1,Rural,2018,163561.6486019355
2952,2,1,Rural,1969,315484.8582989124
1587,4,3,Urban,2017,204000.4911880818
1176,5,2,Rural,1968,197413.596033503
2719,4,2,Rural,2018,256200.36084535733
1830,4,3,Suburb,1986,240971.25368685875
1642,2,1,Rural,2014,183954.67259133558
2898,3,1,Urban,1959,326530.3789474962
2072,4,2,Suburb,1957,320910.52457110235
1566,4,3,Rural,1999,179760.97162277883
1665,4,1,Rural,2005,171898.53321448574
2378,4,2,Suburb,1960,230410.646108703
2735,4,2,Rural,1954,271855.0361898311
2331,3,2,Suburb,2003,267911.3374254588
1867,2,3,Suburb,1973,75358.63478086825
2908,3,3,Urban,1999,235336.63949543246
2653,2,3,Rural,1955,256114.53056654206
2798,3,3,Suburb,2016,249708.7465983378
2069,2,3,Suburb,1992,279510.3878930231
1301,5,3,Urban,1985,231216.35293541782
1867,4,2,Urban,2004,217393.47109002253
1911,2,2,Urban,1957,216462.6824018734
1407,2,1,Suburb,1958,152227.74768183104
2212,4,1,Suburb,2004,165190.9319554551
1821,5,1,Urban,1993,151689.5569955941
2853,4,3,Urban,1964,218168.75973159936
2152,2,3,Urban,1963,197457.74323686925
1560,2,1,Urban,1971,229078.22436911942
2560,4,1,Suburb,1964,314758.933897681
2289,3,3,Urban,1997,221596.43917836662
2141,4,3,Suburb,1961,222936.9866444665
1463,2,2,Urban,2021,107231.60664518052
1143,2,1,Rural,1971,157815.53923039022
1441,2,3,Rural,1996,248121.05369869006
2223,5,2,Suburb,1956,341709.7504235741
2180,4,2,Urban,2002,301886.0918198084
1486,5,3,Urban,1953,123581.0544269058
1859,4,3,Urban,2006,210218.35841559022
2157,5,2,Urban,1955,248742.3238881698
2935,3,2,Rural,2000,239077.97214019793
1147,2,3,Suburb,1979,184443.01715390693
2359,2,1,Rural,1950,210148.37082116655
2094,4,1,Rural,1981,358606.65543543414
2256,2,1,Urban,2005,202510.6976389917
2357,5,1,Suburb,1993,287001.1566005088
1810,3,1,Suburb,1986,114641.21581848786
1665,5,1,Rural,1977,134421.72888226
1089,5,1,Rural,1952,70589.93134552908
2357,4,3,Urban,2019,333873.7588591042
1198,2,2,Suburb,1951,122821.74663425694
2184,5,2,Rural,1984,222419.8322356644
1537,4,2,Rural,1970,271846.1644133742
2144,5,2,Rural,1996,165151.42378199665
1300,5,1,Urban,1980,244391.08446846897
1723,5,3,Urban,1963,197959.72726027478
2598,4,2,Suburb,1957,346227.4195431051
1962,3,1,Urban,1991,165694.43497645424
2459,5,1,Suburb,1981,322160.5217763534
1067,5,1,Rural,1965,146360.87442512752
2788,4,3,Suburb,1986,203057.28377851925
2945,2,3,Suburb,1987,194957.02091807086
1458,3,3,Rural,1960,250389.85134775197
2537,4,2,Rural,1950,160685.81648034678
1397,2,2,Urban,2014,175095.00140969356
1619,4,3,Rural,2002,140038.12561077526
2309,4,3,Rural,2003,203577.46001062146
2584,3,3,Rural,1976,357640.6996453794
2163,3,3,Rural,1966,231971.23262043291
1729,3,1,Urban,1964,152707.87177804
1555,3,2,Rural,1951,171859.62959487582
2952,2,1,Suburb,1963,417011.8601233678
1780,5,2,Suburb,1987,216523.21321841676
2613,4,1,Rural,1986,251806.610493974
2751,3,1,Suburb,2011,313397.84953378583
1893,5,1,Urban,1971,156899.71934803727
1609,2,3,Rural,1961,212274.87095514723
1747,3,1,Rural,1952,240244.80222577657
1281,4,1,Urban,2017,130930.7017703319
1660,5,3,Rural,1968,198942.99514876975
1923,3,3,Rural,1984,229781.02319932898
2839,4,2,Urban,1961,316357.8167019458
1995,5,1,Suburb,1959,274672.14033755497
2959,4,2,Rural,1959,366981.373011561
2601,2,2,Rural,1964,262590.6279284565
1745,3,1,Rural,1962,157484.3565441525
2480,3,2,Suburb,1964,215851.30587687955
1086,4,3,Urban,1957,102384.00359923212
2102,5,3,Urban,2020,187396.62605261852
2228,3,1,Rural,1974,303868.2784180315
1790,4,2,Urban,2014,226759.04699440286
2360,2,1,Suburb,2009,205093.96163092414
2277,3,3,Suburb,2011,257484.8962206987
1303,4,1,Rural,1990,148218.56903078398
2403,5,3,Urban,1978,310664.59387536446
1129,3,3,Suburb,1952,181117.55955944938
1595,3,3,Suburb,1977,247677.06258741266
2299,2,2,Suburb,1999,192344.7040075607
2722,4,2,Suburb,1981,228142.94427968428
1557,5,2,Urban,1974,235299.22631413263
1898,2,2,Rural,1969,170059.3551209912
2206,2,3,Urban,2021,222655.8726738475
2291,2,3,Rural,1971,253040.2652163817
2831,4,3,Suburb,1974,329045.23882717395
2345,4,2,Suburb,1986,225860.81949708227
2535,3,1,Suburb,1959,335923.86685052235
2635,4,1,Rural,2016,313751.4088253129
1077,2,2,Urban,1995,204048.78794554478
1783,4,2,Suburb,1976,241420.97938582534
2362,5,2,Rural,1980,305979.9061723229
1673,3,2,Suburb,1967,253003.66743104032
2579,2,3,Rural,1968,327385.2088256297
2532,3,2,Urban,2015,355924.9441556546
1237,4,3,Suburb,1964,45200.92168956761
2157,3,2,Suburb,1994,208141.38257643586
2996,3,3,Urban,2012,271975.2582937033
2215,4,3,Suburb,1956,166384.15351741185
2379,3,3,Urban,1982,298750.17576985154
1277,4,2,Urban,1984,255163.93023970118
2041,2,3,Suburb,1987,204977.28708312986
1523,3,2,Rural,1960,175735.08563095218
1179,5,3,Urban,1950,173082.13568181294
1122,5,3,Suburb,2005,112886.43724594201
2269,2,2,Urban,1970,254433.72671029036
2757,4,1,Rural,1976,391486.9612457934
2396,4,2,Rural,1950,234991.76349854656
2074,3,1,Urban,1978,199343.5210752713
2094,3,2,Rural,1962,204571.5511822927
1479,5,3,Urban,2003,165216.60347061587
2583,5,2,Rural,1998,298466.23379891185
2042,4,1,Suburb,1988,173659.78162125414
2797,5,3,Rural,2015,314335.30385075056
1083,4,2,Rural,1977,111928.52648718226
2178,2,2,Urban,2017,252295.1766657711
1564,2,3,Suburb,1999,205549.832163891
1618,5,1,Suburb,1981,196572.10038124598
1356,3,2,Rural,1997,184246.60196280904
1815,5,1,Suburb,1998,158769.01553494035
1646,5,2,Suburb,1974,194453.47380376482
1442,5,2,Rural,2002,180944.6250952969
2092,3,2,Suburb,2018,222086.8585993506
1522,5,1,Rural,1964,157027.30044314
1142,3,3,Suburb,1979,131216.70176638945
1191,5,2,Suburb,1953,182414.94498336874
2410,3,3,Suburb,2017,231514.2384499234
1377,3,2,Urban,2021,166728.98168631355
1580,3,2,Rural,1963,218100.4115025553
1534,3,1,Suburb,1966,210484.46776850172
2716,3,3,Suburb,1955,250782.94653458055
2316,2,3,Rural,1961,260266.31245175313
2032,4,1,Rural,1987,229728.0139269226
2294,4,3,Rural,1954,271157.5886219408
2410,3,2,Suburb,1962,298152.1630722652
1092,4,2,Rural,2006,102796.09920026732
2989,3,3,Urban,2005,374397.4668922452
1528,5,3,Suburb,1978,162955.0887478664
2177,2,3,Suburb,1994,248467.5984788142
1404,5,1,Rural,2018,158467.7042814999
1839,5,3,Rural,2000,286597.3719352669
2172,3,3,Urban,1966,249487.81469059116
1888,5,2,Urban,1995,257866.53138892708
2290,2,1,Suburb,1994,201746.66840050966
1421,5,3,Suburb,1961,168904.59582787254
2863,2,3,Rural,1972,331965.0427088934
2641,2,1,Rural,1988,197524.11262403973
1471,3,2,Urban,1987,150492.76051204203
1892,2,1,Urban,2007,169111.51774625405
1546,5,2,Urban,1992,118331.7485445441
1630,3,3,Rural,1987,88912.90483281625
2549,2,3,Urban,2014,291440.99211919744
2526,2,1,Rural,2020,227226.1421830659
2037,4,3,Rural,1958,129172.27327917723
1777,3,1,Urban,1973,233306.60576440798
2675,4,1,Rural,2017,259865.18751934086
2829,2,1,Rural,2013,265216.95585447265
1363,4,3,Rural,2008,225516.01594108756
1118,5,2,Urban,1970,91743.53583788408
2261,5,3,Rural,1974,271607.7718201883
1545,2,2,Rural,1952,197101.48591388305
2192,4,2,Urban,1953,280914.5626848588
1521,4,2,Rural,2003,73686.69645495815
1633,3,3,Urban,1978,234049.91774058045
2936,5,2,Urban,1985,304705.64056658256
2680,5,3,Rural,1955,294391.9895104109
1962,3,3,Rural,2014,263448.1091359922
1957,5,1,Suburb,2020,240702.7432079708
2758,4,3,Suburb,2013,245934.84664689685
1882,4,3,Rural,1997,288056.15089944156
2792,5,3,Urban,1987,317986.18919231556
1779,3,3,Urban,1990,233156.1471929342
1870,2,2,Suburb,2011,146025.08987743154
1515,2,2,Urban,1969,167095.5198757837
1937,2,3,Suburb,1971,195727.34410821844
2420,2,3,Urban,1964,212824.80661542027
1865,4,1,Rural,2011,148859.08965176105
1105,2,2,Urban,2016,149233.90131758194
2108,4,3,Urban,1999,236345.07395487072
1213,4,1,Urban,1962,170901.49791594513
2144,2,1,Suburb,1980,191464.78159956716
2155,2,3,Suburb,1960,204702.9875813454
1849,2,1,Urban,1979,205202.24019253036
1196,5,1,Rural,2010,182110.68999424117
1018,5,1,Rural,1985,132536.53497499845
1641,3,2,Rural,1972,162790.60369139054
2035,4,1,Suburb,1964,294014.2708520886
2104,2,1,Rural,1999,183883.7241711903
1329,5,3,Suburb,1987,116095.6533641849
1865,3,3,Urban,1987,259720.2576329965
1773,4,2,Suburb,2016,296296.5852351061
1391,4,3,Rural,2010,213645.88490035135
1636,4,2,Urban,1972,163405.61437262755
1306,5,1,Urban,1970,205059.03343787158
2290,2,1,Urban,2004,171727.86286292959
2470,2,1,Urban,2008,195056.9726480563
2464,4,3,Rural,1954,319141.9626913934
1894,4,2,Urban,1974,204389.80547250528
1651,3,3,Suburb,1959,230167.32304973615
1840,3,3,Urban,1971,232859.63130644354
2025,4,2,Suburb,2007,225177.23869643736
1519,3,2,Urban,1980,157619.4219343604
2785,5,2,Rural,2010,297671.13302030554
2674,4,1,Urban,1983,299060.3772614351
1635,3,3,Suburb,1979,123934.54869195401
2332,4,3,Rural,1984,293856.46117766446
1739,2,1,Rural,2014,112028.08422399272
2545,5,2,Rural,2007,403485.02207849885
1468,4,3,Rural,1983,230886.385457862
1211,2,1,Rural,2015,96757.10810018568
2135,4,3,Suburb,2004,317844.233661077
2031,2,3,Urban,1954,182168.64460978896
1803,3,3,Suburb,1956,268676.2430598
1476,2,2,Suburb,1996,181169.17302628222
1873,5,2,Urban,1974,290642.33160055516
1459,5,3,Urban,1950,118488.74925299271
1252,3,2,Urban,1970,201030.83915288132
2549,4,1,Rural,1981,183827.03755866765
1751,5,1,Rural,2000,198542.80503724073
2461,3,3,Rural,1957,165641.14299556403
2777,5,1,Rural,1995,283000.3667734466
1980,3,2,Urban,1987,220234.99247120944
1853,5,2,Urban,1953,277802.72952316224
2684,3,1,Urban,1950,259949.4575576392
1235,5,3,Rural,2010,225773.6150520952
2329,4,1,Urban,2006,332601.6661132984
1477,2,2,Suburb,2013,121259.99316667645
1678,5,3,Urban,1996,282137.81374288216
2043,3,2,Rural,1954,170384.2188589435
1215,4,3,Urban,1954,52064.20920730487
1854,5,3,Suburb,2013,213790.41652866383
1134,3,3,Urban,1985,127898.39384202338
1904,2,2,Rural,1984,175488.4707188838
2152,3,3,Rural,1951,199098.8809709526
1409,5,3,Suburb,2020,198111.2557027041
2445,3,1,Suburb,1964,180232.30250483568
2317,3,1,Rural,1958,272892.84170661855
2269,2,2,Suburb,1971,233228.937691728
2724,5,3,Suburb,1987,244874.56906222994
2579,5,1,Urban,1973,251820.69809769158
1085,2,2,Suburb,1965,62870.77001023367
1555,4,3,Rural,1966,222912.894892367
2865,3,2,Suburb,1977,286644.19827306556
2398,3,3,Suburb,1953,195237.00762862223
2469,3,1,Suburb,1995,295226.44313482556
1377,5,3,Suburb,1970,196136.30257388667
2413,5,1,Suburb,1954,238674.28738308058
2680,3,3,Suburb,2004,325986.50447446597
2074,5,3,Rural,1961,231021.3077801809
1241,2,1,Urban,2021,179630.41228486475
2317,2,1,Rural,1962,173297.6935781971
1919,5,1,Urban,2006,259608.58671114314
2586,3,2,Urban,2007,311419.8600569443
1265,3,1,Rural,2019,233865.15631701902
2143,3,3,Suburb,2021,229776.40349418475
1711,3,2,Rural,1964,183640.8910396328
2940,5,2,Suburb,1963,329354.9719550255
2271,4,2,Urban,1977,272622.3676837717
1069,4,2,Urban,2011,133767.284492823
2876,3,1,Urban,1968,337952.9055030466
1056,3,3,Suburb,1997,102919.54991838863
2405,3,3,Suburb,2004,292513.58562187955
1038,4,2,Urban,2006,173799.51241855792
1800,2,2,Urban,1984,247464.17056653558
2466,4,1,Rural,1992,283120.8827588908
2041,5,3,Suburb,1991,255911.20426827305
2975,4,1,Urban,1970,311652.5428623465
1731,5,2,Urban,2016,195945.82833156514
1824,3,2,Rural,2014,268215.78793956246
1755,5,2,Rural,2009,161216.98050485074
1351,3,3,Suburb,1980,110136.4541194278
2995,2,3,Rural,1983,339499.23405835446
2839,3,2,Suburb,1976,226024.19985794323
2321,3,3,Urban,1980,270826.4348217745
1282,2,2,Urban,1985,127031.27973454022
2609,3,3,Urban,1983,252016.7736660215
1109,3,3,Rural,1994,202794.89713981483
2016,3,2,Urban,1992,227553.04602450976
2203,4,3,Suburb,2001,151801.99363285594
2961,5,2,Urban,1953,262854.83732697705
1543,3,1,Suburb,1952,221967.19269816158
2769,4,3,Rural,1982,290861.95419232146
2817,3,1,Rural,2008,392462.07290223765
1024,5,2,Rural,1957,81960.52048780452
1842,3,2,Rural,1987,258205.67851651876
1790,5,3,Rural,2012,263565.85733127507
1737,4,3,Suburb,1963,124339.32895968627
1056,4,3,Rural,1995,105551.28173537795
1179,3,2,Urban,1992,206539.34857938814
1231,2,3,Urban,1950,209188.47993190272
2917,5,1,Suburb,1997,314324.43541202776
1342,3,3,Rural,1980,156492.83854894014
1476,4,2,Rural,2019,116801.69095973711
2822,3,1,Rural,2009,365381.36393519846
1575,5,1,Rural,1979,216265.2073993399
1454,3,3,Suburb,1966,97424.34256626805
2255,5,2,Suburb,2004,253890.8818656737
1288,4,2,Rural,1997,206496.26906198464
2236,2,3,Suburb,1987,235154.99156664274
1257,2,2,Rural,1997,171710.18260341004
1529,4,3,Rural,2006,162743.85880484906
1686,4,2,Urban,1977,198852.3840144515
1928,3,1,Suburb,1985,232608.11221651747
1228,4,3,Urban,1961,168078.17066207004
2249,4,2,Urban,2014,241158.83627171046
1595,5,2,Suburb,1968,167374.0546506378
2826,3,3,Urban,2019,345313.2446962545
1434,5,1,Urban,1955,254110.34185982967
1881,3,2,Urban,1997,237944.1223896185
2020,3,3,Rural,1977,142829.13030476923
2781,2,1,Urban,1980,241830.2656302891
1401,2,2,Rural,1998,120923.73077059878
1621,4,2,Suburb,2021,69950.18966361554
2789,3,2,Rural,1960,362822.0843704329
1087,4,3,Rural,1956,80274.30099081778
1583,5,3,Rural,1969,207227.06610102687
2916,4,3,Urban,1968,309937.0574807466
2565,5,1,Suburb,1951,283392.8509102823
2707,2,2,Urban,1976,268909.8990032126
1308,2,2,Urban,1974,84523.31499815013
1905,5,1,Rural,1995,306987.6703602582
1342,5,1,Urban,1958,104854.55260735535
1435,5,3,Rural,1998,141895.18006885008
1176,4,2,Suburb,2005,212637.4984726293
1138,5,1,Suburb,1961,133592.87634072267
1193,3,1,Rural,2010,148193.7285855517
2209,5,1,Suburb,2011,278645.5762406184
2241,2,3,Urban,1992,315624.1955070086
2187,5,3,Urban,1959,264743.8025568471
2184,2,2,Rural,1975,188235.639246233
1942,2,3,Suburb,1958,132214.0642146244
1524,4,2,Urban,1967,199556.57717718778
2831,5,3,Urban,1974,360150.5183143257
2624,2,3,Suburb,2010,212304.5178903173
2859,3,3,Urban,1963,294794.1379580766
2065,5,1,Suburb,1976,214645.80597361387
1914,5,3,Urban,2008,160967.26381720882
1209,2,2,Suburb,1985,259643.69648264803
1740,4,3,Rural,1966,103006.77503248068
1861,4,1,Urban,1961,218520.45422985766
2298,5,1,Urban,1963,236914.84151263977
1953,5,2,Suburb,2019,182230.917470645
2302,4,2,Rural,1959,256775.94894106413
2274,4,1,Urban,1992,307648.2452408223
2333,3,3,Suburb,2016,360945.25797410577
2743,5,2,Rural,1957,318023.33373774844
1832,5,2,Suburb,1985,197719.02423158177
1139,5,3,Suburb,2018,117870.89764477347
1791,4,3,Rural,1983,150536.67154698638
1545,2,3,Suburb,2014,249323.0228475968
2844,3,1,Urban,1954,349944.0892455001
2016,4,1,Urban,1975,206469.54366328844
2927,4,3,Rural,1995,340520.984947709
2553,3,2,Urban,1991,251458.2611635369
1056,5,2,Rural,1983,208224.98153138038
1111,2,1,Suburb,2000,152597.61675151886
1004,3,1,Rural,1987,170202.17705408816
2433,2,2,Urban,1971,279173.4148993357
2437,5,1,Urban,1977,275140.6054521342
2205,2,1,Rural,2004,251606.4850916613
2036,5,2,Urban,1961,255891.48435747102
2362,4,3,Rural,2010,292371.87175532995
2820,5,2,Urban,1993,322784.0150021972
2282,3,1,Rural,2015,256531.4397774002
1089,3,3,Urban,2014,129335.7330742479
1615,5,3,Urban,1991,199861.1418494715
1890,5,2,Rural,1994,207229.55306616126
1697,4,3,Urban,1964,174832.58908279604
2273,4,3,Urban,1961,219775.13402969128
2278,5,2,Suburb,2005,279975.69627011067
2611,2,3,Suburb,2007,287106.343876969
1897,4,3,Suburb,1985,177450.84161428554
1970,3,2,Rural,1977,278488.303222575
2131,4,2,Rural,2021,232871.06234701828
1667,4,1,Urban,1952,266157.8030122865
1593,4,1,Urban,2003,206058.74156121927
1588,4,2,Suburb,1986,77815.86535865083
1484,5,1,Urban,2001,171685.20169526397
1981,4,2,Rural,1998,151626.27862919157
1971,2,1,Rural,1992,187165.46136461463
2281,4,1,Urban,2020,241112.37633408885
1638,4,3,Urban,1954,248237.70413807203
1996,3,1,Rural,2003,239113.05758454578
2926,4,3,Urban,1983,316429.67544985143
1281,3,1,Rural,1968,135572.2633197625
1985,3,3,Suburb,1982,169979.26504294405
2111,5,1,Rural,2016,234055.2172203378
2227,3,1,Rural,1995,261503.81570580413
1015,3,3,Urban,1954,161588.45085788745
2174,2,3,Suburb,1951,290543.60774793645
1935,2,2,Rural,2019,248943.76081796686
1253,3,2,Suburb,1953,138297.50636727616
2211,5,3,Suburb,1969,195035.65005577897
1328,2,1,Urban,1950,112920.062453777
1543,2,2,Rural,1983,144894.04849146013
1782,5,2,Suburb,1978,175752.04553084495
1996,4,2,Suburb,1994,134672.397334988
2420,2,2,Rural,2001,223748.36499271632
2540,3,2,Rural,1979,253734.61705661955
2482,3,3,Rural,2001,172663.91577063382
2353,3,2,Rural,1960,236305.9167630725
2843,5,3,Suburb,1986,297175.9843887295
1844,3,3,Suburb,2009,214189.42053821715
2192,4,1,Urban,1974,236560.5729686606
2716,5,2,Rural,1985,363881.7965566223
1365,2,2,Suburb,1953,204124.64072873665
2201,5,1,Suburb,1972,237888.54079400405
1654,3,2,Rural,1955,192989.6425159633
2385,5,2,Rural,1977,278154.9366645124
1759,5,3,Urban,2013,154192.1444145047
1638,5,3,Suburb,2007,177920.512148352
2798,5,1,Suburb,1982,260335.96738269014
2063,4,3,Suburb,1975,220879.9864935182
1923,5,2,Suburb,1974,227483.2109062349
1415,3,2,Urban,1979,61143.27985162355
2378,2,1,Rural,1985,274876.4727457152
1254,4,2,Rural,1969,206763.63304471798
2166,5,1,Rural,2002,338458.60066636524
2775,2,2,Rural,2018,218042.38787262933
2763,4,1,Suburb,1981,202568.74125179998
2876,3,2,Urban,1991,389380.0736310968
1709,3,2,Rural,2014,171076.17322379217
1576,2,2,Rural,1963,160976.48281048847
1899,5,2,Suburb,2011,177673.63824849375
1010,2,2,Rural,1985,69458.55654782063
2643,4,1,Rural,1968,286287.33197000704
1025,2,1,Suburb,2008,225122.37793288776
1956,2,3,Urban,2010,210885.96147107347
1420,5,1,Suburb,1966,193918.84110498062
2686,3,2,Urban,2000,239422.4129366258
2244,5,1,Urban,2010,246309.50970332263
2876,3,2,Urban,1965,318824.80543346814
1495,5,2,Suburb,1975,175590.82850990718
2260,3,3,Suburb,1950,225361.4885964034
1236,5,1,Rural,1978,225455.54880217253
2008,3,1,Suburb,1971,204922.33508816257
1218,3,2,Suburb,1981,133506.15486084067
2510,3,1,Urban,1956,283204.28435399296
2959,3,1,Rural,2010,291695.42324873526
1460,5,1,Rural,2001,219150.93025467626
1662,4,2,Suburb,2021,102043.57175933452
1634,3,1,Suburb,1962,153968.110317336
2167,3,2,Suburb,2019,293074.52140252345
1989,3,2,Suburb,1963,236022.08630833038
1188,3,1,Urban,1989,87845.3776628944
1254,3,3,Rural,2014,111772.6986742324
1067,2,2,Urban,1969,135519.62519311463
1615,2,1,Rural,2013,79845.29928761235
1335,3,3,Rural,1956,170521.21993980993
1670,3,2,Rural,1972,218606.98057865357
1820,3,3,Urban,1988,199871.26553559868
1873,4,1,Rural,1956,231830.62404167224
2432,5,3,Urban,1967,374652.9967172597
1299,3,3,Rural,1994,149938.05127979064
2931,4,2,Urban,1953,264775.120494385
2625,4,2,Rural,1984,245219.6848725296
1356,3,1,Urban,2009,173877.600911647
1255,5,2,Suburb,2002,140885.55447962115
2007,2,3,Urban,1972,212727.73968566855
1352,3,3,Suburb,2006,235021.1901960473
2755,3,1,Urban,1957,277991.2061919954
2544,2,2,Suburb,2019,233075.1846181919
