productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Celery,2013/4/7,$0.34 ,$1.53 ,$1.77 ,$1.69 ,$2.24 ,431.62%
Green Leaf Lettuce,2013/4/7,$0.28 ,$1.93 ,$1.53 ,$1.49 ,$2.03 ,523.21%
Avocados,2013/3/31,$0.67 ,$1.17 ,$1.20 ,$1.06 ,$1.63 ,88.81%
Romaine Lettuce,2013/3/31,$0.29 ,$2.55 ,$2.44 ,$1.69 ,$3.11 ,743.97%
Broccoli Bunches,2013/3/31,$0.82 ,$2.22 ,$1.84 ,$1.19 ,$1.66 ,110.67%
Strawberries,2013/3/31,$0.81 ,$2.49 ,$2.49 ,$2.12 ,$2.62 ,200.00%
Broccoli Crowns,2013/3/31,$0.84 ,$1.89 ,$1.65 ,$1.57 ,$1.99 ,111.31%
Carrots,2013/3/31,$0.31 ,$0.89 ,$0.92 ,$0.82 ,$1.37 ,222.58%
Cauliflower,2013/3/31,$1.55 ,$2.64 ,$3.37 ,$2.58 ,$3.87 ,100.97%
Celery,2013/3/31,$0.37 ,$1.53 ,$1.64 ,$1.69 ,$2.12 ,371.62%
Green Leaf Lettuce,2013/3/31,$0.27 ,$1.93 ,$1.63 ,$1.49 ,$1.96 ,549.07%
Iceberg Lettuce,2013/3/31,$0.31 ,$1.71 ,$1.59 ,$1.49 ,$2.49 ,487.10%
Oranges,2013/3/31,$0.34 ,$1.14 ,$1.21 ,$1.02 ,$1.74 ,275.74%
Potatoes,2013/3/31,$0.65 ,$5.01 ,$3.17 ,$3.37 ,$4.99 ,536.15%
Asparagus,2013/3/31,$1.06 ,$2.86 ,$2.57 ,$1.99 ,$2.37 ,130.90%
Red Leaf Lettuce,2013/3/31,$0.27 ,$2.00 ,$1.84 ,$1.49 ,$2.13 ,590.74%
Carrots,2013/3/24,$0.31 ,$0.89 ,$0.92 ,$0.87 ,$1.32 ,222.58%
Cauliflower,2013/3/24,$1.22 ,$2.64 ,$2.60 ,$2.93 ,$3.82 ,145.70%
Celery,2013/3/24,$0.48 ,$1.39 ,$1.76 ,$1.52 ,$2.24 ,259.90%
Green Leaf Lettuce,2013/3/24,$0.30 ,$1.99 ,$1.76 ,$1.49 ,$1.96 ,500.00%
Iceberg Lettuce,2013/3/24,$0.50 ,$2.14 ,$1.73 ,$1.59 ,$2.62 ,304.00%
Oranges,2013/3/24,$0.34 ,$1.02 ,$1.26 ,$1.07 ,$1.74 ,274.26%
Potatoes,2013/3/24,$0.65 ,$4.59 ,$3.41 ,$3.49 ,$4.99 ,533.85%
Red Leaf Lettuce,2013/3/24,$0.29 ,$2.00 ,$1.97 ,$1.49 ,$2.13 ,554.31%
Avocados,2013/3/24,$0.67 ,$1.17 ,$1.23 ,$1.16 ,$1.56 ,91.04%
Romaine Lettuce,2013/3/24,$0.42 ,$2.30 ,$2.36 ,$1.69 ,$3.11 ,463.10%
Broccoli Bunches,2013/3/24,$0.51 ,$2.54 ,$1.99 ,$1.24 ,$1.83 ,272.55%
Strawberries,2013/3/24,$1.00 ,$2.37 ,$2.37 ,$2.37 ,$2.37 ,137.00%
Broccoli Crowns,2013/3/24,$0.51 ,$1.81 ,$1.32 ,$1.64 ,$2.12 ,237.75%
Green Leaf Lettuce,2013/3/17,$0.37 ,$2.49 ,$1.63 ,$1.57 ,$1.86 ,410.14%
Iceberg Lettuce,2013/3/17,$1.37 ,$1.76 ,$1.72 ,$1.59 ,$2.49 ,37.96%
Oranges,2013/3/17,$0.33 ,$1.14 ,$1.33 ,$0.99 ,$1.70 ,290.91%
Potatoes,2013/3/17,$0.80 ,$3.92 ,$3.85 ,$3.49 ,$4.99 ,407.81%
Red Leaf Lettuce,2013/3/17,$0.34 ,$2.09 ,$1.84 ,$1.57 ,$2.02 ,452.94%
Avocados,2013/3/17,$0.68 ,$1.17 ,$1.20 ,$0.92 ,$1.48 ,75.37%
Romaine Lettuce,2013/3/17,$0.98 ,$2.55 ,$2.61 ,$1.69 ,$3.11 ,154.08%
Broccoli Bunches,2013/3/17,$0.45 ,$2.79 ,$2.34 ,$1.29 ,$2.49 ,395.00%
Strawberries,2013/3/17,$1.50 ,$2.46 ,$3.16 ,$3.37 ,$3.24 ,103.83%
Broccoli Crowns,2013/3/17,$0.35 ,$1.86 ,$1.57 ,$1.54 ,$1.99 ,397.14%
Carrots,2013/3/17,$0.31 ,$0.91 ,$0.92 ,$0.87 ,$1.32 ,224.19%
Cauliflower,2013/3/17,$1.02 ,$3.03 ,$3.36 ,$3.28 ,$3.49 ,222.55%
Celery,2013/3/17,$0.70 ,$1.60 ,$1.64 ,$1.74 ,$2.24 ,157.86%
Oranges,2013/3/10,$0.32 ,$1.02 ,$1.54 ,$1.14 ,$1.85 ,333.59%
Potatoes,2013/3/10,$0.80 ,$3.82 ,$3.65 ,$3.49 ,$5.49 ,414.06%
Red Leaf Lettuce,2013/3/10,$0.36 ,$1.84 ,$1.97 ,$1.62 ,$2.13 ,425.00%
Avocados,2013/3/10,$0.62 ,$1.12 ,$0.92 ,$0.97 ,$1.40 ,77.82%
Romaine Lettuce,2013/3/10,$1.48 ,$2.55 ,$2.61 ,$1.82 ,$2.80 ,65.20%
Broccoli Bunches,2013/3/10,$0.51 ,$2.78 ,$2.14 ,$1.24 ,$2.66 ,332.35%
Strawberries,2013/3/10,$1.69 ,$2.26 ,$3.16 ,$3.00 ,$3.12 ,70.71%
Broccoli Crowns,2013/3/10,$0.42 ,$1.91 ,$1.67 ,$1.69 ,$1.88 ,325.60%
Carrots,2013/3/10,$0.31 ,$0.92 ,$0.92 ,$0.87 ,$1.32 ,225.00%
Cauliflower,2013/3/10,$0.94 ,$3.09 ,$3.12 ,$2.78 ,$3.74 ,238.56%
Celery,2013/3/10,$0.81 ,$1.58 ,$1.61 ,$1.67 ,$2.24 ,119.14%
Green Leaf Lettuce,2013/3/10,$0.44 ,$1.99 ,$1.76 ,$1.62 ,$1.96 ,316.48%
Iceberg Lettuce,2013/3/10,$1.32 ,$1.77 ,$1.68 ,$1.52 ,$1.99 ,31.82%
Red Leaf Lettuce,2013/3/3,$0.37 ,$2.06 ,$1.98 ,$1.62 ,$3.05 ,488.51%
Romaine Lettuce,2013/3/3,$1.16 ,$2.61 ,$2.58 ,$1.82 ,$3.05 ,116.81%
Broccoli Bunches,2013/3/3,$0.64 ,$2.63 ,$2.14 ,$1.37 ,$2.66 ,243.75%
Strawberries,2013/3/3,$1.69 ,$2.26 ,$2.31 ,$2.62 ,$2.74 ,46.89%
Broccoli Crowns,2013/3/3,$0.59 ,$1.72 ,$1.65 ,$1.67 ,$2.29 ,210.59%
Carrots,2013/3/3,$0.31 ,$0.89 ,$0.92 ,$0.87 ,$1.16 ,209.68%
Cauliflower,2013/3/3,$0.96 ,$2.72 ,$3.48 ,$2.58 ,$3.99 ,232.55%
Celery,2013/3/3,$0.72 ,$1.61 ,$1.86 ,$1.69 ,$2.62 ,170.14%
Green Leaf Lettuce,2013/3/3,$0.35 ,$1.99 ,$1.78 ,$1.62 ,$1.96 ,425.00%
Iceberg Lettuce,2013/3/3,$0.69 ,$1.62 ,$1.68 ,$1.39 ,$1.74 ,132.97%
Oranges,2013/3/3,$0.31 ,$1.14 ,$1.50 ,$0.94 ,$1.59 ,316.94%
Potatoes,2013/3/3,$0.80 ,$4.15 ,$3.65 ,$3.24 ,$4.49 ,385.31%
Strawberries,2013/2/24,$1.66 ,$2.26 ,$2.74 ,$3.37 ,$2.74 ,67.32%
Romaine Lettuce,2013/2/24,$1.15 ,$2.61 ,$2.66 ,$1.87 ,$2.96 ,119.57%
Broccoli Bunches,2013/2/24,$0.81 ,$2.88 ,$2.49 ,$1.22 ,$2.66 ,185.49%
Broccoli Crowns,2013/2/24,$0.70 ,$1.90 ,$1.54 ,$1.72 ,$1.92 ,152.86%
Carrots,2013/2/24,$0.31 ,$0.89 ,$0.92 ,$0.87 ,$1.32 ,222.58%
Cauliflower,2013/2/24,$1.00 ,$2.96 ,$3.65 ,$2.83 ,$3.99 ,235.75%
Celery,2013/2/24,$0.76 ,$1.51 ,$2.02 ,$1.69 ,$2.49 ,153.62%
Green Leaf Lettuce,2013/2/24,$0.40 ,$1.99 ,$1.88 ,$1.64 ,$2.07 ,373.75%
Iceberg Lettuce,2013/2/24,$0.68 ,$1.64 ,$1.82 ,$1.39 ,$1.62 ,137.87%
Oranges,2013/2/24,$0.29 ,$1.33 ,$1.43 ,$1.07 ,$1.70 ,376.72%
Potatoes,2013/2/24,$0.85 ,$4.15 ,$3.43 ,$3.24 ,$4.49 ,350.29%
Red Leaf Lettuce,2013/2/24,$0.37 ,$2.06 ,$2.07 ,$1.64 ,$2.24 ,441.22%
Broccoli Crowns,2013/2/17,$0.71 ,$1.74 ,$1.94 ,$1.67 ,$2.12 ,163.03%
Carrots,2013/2/17,$0.29 ,$0.89 ,$0.92 ,$0.82 ,$1.37 ,244.83%
Cauliflower,2013/2/17,$1.15 ,$3.09 ,$3.40 ,$2.73 ,$3.74 ,181.74%
Celery,2013/2/17,$1.03 ,$1.74 ,$2.09 ,$1.69 ,$2.49 ,94.42%
Green Leaf Lettuce,2013/2/17,$0.38 ,$2.19 ,$1.88 ,$1.77 ,$2.27 ,433.55%
Iceberg Lettuce,2013/2/17,$0.55 ,$1.65 ,$1.82 ,$1.52 ,$1.92 ,214.09%
Oranges,2013/2/17,$0.28 ,$1.12 ,$1.30 ,$0.94 ,$1.72 ,353.57%
Potatoes,2013/2/17,$0.85 ,$5.15 ,$4.04 ,$3.42 ,$3.99 ,388.24%
Red Leaf Lettuce,2013/2/17,$0.37 ,$2.26 ,$2.05 ,$1.77 ,$2.47 ,477.70%
Romaine Lettuce,2013/2/17,$0.94 ,$2.36 ,$2.49 ,$1.87 ,$3.11 ,161.44%
Broccoli Bunches,2013/2/17,$0.83 ,$2.77 ,$2.49 ,$1.44 ,$2.49 ,176.81%
Strawberries,2013/2/17,$1.63 ,$2.34 ,$2.83 ,$2.87 ,$3.24 ,73.01%
Cauliflower,2013/2/10,$0.87 ,$3.06 ,$3.24 ,$3.03 ,$3.99 ,282.76%
Celery,2013/2/10,$1.35 ,$1.74 ,$1.87 ,$1.69 ,$2.57 ,45.74%
Green Leaf Lettuce,2013/2/10,$0.48 ,$2.16 ,$1.86 ,$1.84 ,$2.27 ,323.44%
Iceberg Lettuce,2013/2/10,$0.36 ,$1.83 ,$1.89 ,$1.57 ,$2.24 ,422.92%
Oranges,2013/2/10,$0.28 ,$1.21 ,$1.37 ,$0.94 ,$1.59 ,356.25%
Potatoes,2013/2/10,$0.85 ,$4.59 ,$3.85 ,$3.42 ,$0.00 ,248.82%
Red Leaf Lettuce,2013/2/10,$0.47 ,$2.19 ,$1.89 ,$1.84 ,$2.47 ,346.28%
Romaine Lettuce,2013/2/10,$1.05 ,$2.74 ,$2.86 ,$1.94 ,$3.11 ,153.57%
Broccoli Bunches,2013/2/10,$0.50 ,$2.64 ,$1.99 ,$1.47 ,$2.99 ,354.50%
Strawberries,2013/2/10,$1.50 ,$2.34 ,$2.38 ,$3.16 ,$2.24 ,68.67%
Broccoli Crowns,2013/2/10,$0.41 ,$2.31 ,$1.74 ,$2.04 ,$2.29 ,410.98%
Carrots,2013/2/10,$0.29 ,$0.89 ,$0.92 ,$0.82 ,$1.32 ,240.52%
Celery,2013/2/3,$1.43 ,$1.64 ,$1.84 ,$1.69 ,$2.37 ,31.82%
Green Leaf Lettuce,2013/2/3,$0.77 ,$2.09 ,$1.76 ,$1.84 ,$2.38 ,162.01%
Iceberg Lettuce,2013/2/3,$0.68 ,$1.70 ,$1.77 ,$1.62 ,$2.24 ,169.49%
Oranges,2013/2/3,$0.28 ,$1.40 ,$1.38 ,$1.14 ,$1.59 ,391.96%
Potatoes,2013/2/3,$0.85 ,$4.57 ,$4.04 ,$3.42 ,$0.00 ,253.82%
Red Leaf Lettuce,2013/2/3,$0.81 ,$2.16 ,$1.97 ,$1.84 ,$2.58 ,163.89%
Romaine Lettuce,2013/2/3,$1.37 ,$2.64 ,$2.31 ,$1.94 ,$3.11 ,82.48%
Broccoli Bunches,2013/2/3,$0.49 ,$2.89 ,$2.49 ,$1.52 ,$2.49 ,379.08%
Strawberries,2013/2/3,$1.50 ,$2.49 ,$2.55 ,$2.62 ,$2.49 ,69.17%
Broccoli Crowns,2013/2/3,$0.39 ,$2.31 ,$2.08 ,$2.04 ,$2.29 ,458.97%
Carrots,2013/2/3,$0.29 ,$0.89 ,$0.89 ,$0.87 ,$1.32 ,242.24%
Cauliflower,2013/2/3,$0.70 ,$3.64 ,$3.69 ,$3.88 ,$3.99 ,442.86%
Green Leaf Lettuce,2013/1/27,$0.95 ,$2.09 ,$1.48 ,$1.64 ,$1.96 ,88.68%
Iceberg Lettuce,2013/1/27,$1.12 ,$1.50 ,$1.52 ,$1.44 ,$2.12 ,46.88%
Oranges,2013/1/27,$0.28 ,$1.26 ,$1.25 ,$1.07 ,$1.44 ,348.21%
Potatoes,2013/1/27,$0.80 ,$5.09 ,$4.03 ,$3.54 ,$0.00 ,295.63%
Red Leaf Lettuce,2013/1/27,$0.98 ,$2.19 ,$1.68 ,$1.64 ,$2.47 ,103.57%
Romaine Lettuce,2013/1/27,$1.44 ,$2.40 ,$1.98 ,$1.64 ,$3.27 ,61.28%
Broccoli Bunches,2013/1/27,$0.78 ,$2.76 ,$2.74 ,$1.39 ,$2.66 ,206.09%
Strawberries,2013/1/27,$1.38 ,$2.87 ,$2.91 ,$1.97 ,$2.75 ,90.22%
Broccoli Crowns,2013/1/27,$0.63 ,$2.19 ,$2.31 ,$1.84 ,$2.49 ,250.40%
Carrots,2013/1/27,$0.29 ,$0.89 ,$0.94 ,$1.19 ,$1.49 ,288.79%
Cauliflower,2013/1/27,$0.88 ,$3.41 ,$3.46 ,$3.68 ,$3.37 ,295.45%
Celery,2013/1/27,$1.43 ,$1.61 ,$1.74 ,$1.69 ,$2.12 ,25.17%
Oranges,2013/1/20,$0.29 ,$1.26 ,$1.12 ,$0.89 ,$1.47 ,308.62%
Potatoes,2013/1/20,$0.90 ,$5.09 ,$4.03 ,$3.42 ,$0.00 ,248.33%
Red Leaf Lettuce,2013/1/20,$1.01 ,$2.16 ,$2.03 ,$1.64 ,$2.47 ,105.45%
Romaine Lettuce,2013/1/20,$1.26 ,$2.45 ,$2.41 ,$1.72 ,$3.27 ,95.44%
Broccoli Bunches,2013/1/20,$1.76 ,$2.89 ,$2.74 ,$1.52 ,$2.66 ,39.35%
Strawberries,2013/1/20,$0.94 ,$2.87 ,$2.13 ,$2.99 ,$2.75 ,185.64%
Broccoli Crowns,2013/1/20,$1.38 ,$2.19 ,$2.08 ,$1.97 ,$2.49 ,58.15%
Carrots,2013/1/20,$0.29 ,$0.89 ,$0.86 ,$1.12 ,$1.49 ,275.86%
Cauliflower,2013/1/20,$1.97 ,$3.76 ,$4.06 ,$3.88 ,$3.37 ,91.24%
Celery,2013/1/20,$1.09 ,$1.64 ,$1.84 ,$1.62 ,$2.24 ,68.35%
Green Leaf Lettuce,2013/1/20,$0.95 ,$2.16 ,$1.82 ,$1.64 ,$2.27 ,107.63%
Iceberg Lettuce,2013/1/20,$0.99 ,$1.58 ,$1.77 ,$1.44 ,$2.37 ,80.81%
Potatoes,2013/1/13,$0.90 ,$6.14 ,$3.65 ,$3.59 ,$3.99 ,382.50%
Red Leaf Lettuce,2013/1/13,$1.11 ,$2.01 ,$1.63 ,$1.57 ,$2.35 ,70.27%
Romaine Lettuce,2013/1/13,$1.31 ,$2.20 ,$1.98 ,$1.57 ,$2.89 ,64.89%
Broccoli Bunches,2013/1/13,$2.06 ,$2.16 ,$2.19 ,$1.49 ,$2.74 ,4.13%
Strawberries,2013/1/13,$1.50 ,$2.88 ,$2.50 ,$2.99 ,$3.37 ,95.67%
Broccoli Crowns,2013/1/13,$1.50 ,$1.89 ,$1.60 ,$2.02 ,$2.17 ,28.00%
Carrots,2013/1/13,$0.27 ,$0.89 ,$0.89 ,$0.94 ,$1.32 ,274.07%
Cauliflower,2013/1/13,$2.21 ,$2.70 ,$3.46 ,$3.48 ,$3.37 ,47.17%
Celery,2013/1/13,$0.97 ,$1.53 ,$1.71 ,$1.77 ,$2.32 ,88.92%
Green Leaf Lettuce,2013/1/13,$1.10 ,$1.91 ,$1.48 ,$1.57 ,$2.17 ,62.05%
Iceberg Lettuce,2013/1/13,$0.93 ,$1.37 ,$1.42 ,$1.37 ,$1.82 ,60.75%
Oranges,2013/1/13,$0.26 ,$1.26 ,$1.38 ,$1.07 ,$2.05 ,453.85%
Red Leaf Lettuce,2013/1/6,$0.90 ,$2.02 ,$1.68 ,$1.37 ,$1.90 ,93.61%
Romaine Lettuce,2013/1/6,$1.02 ,$2.07 ,$1.98 ,$1.37 ,$2.58 ,96.08%
Broccoli Bunches,2013/1/6,$1.49 ,$2.40 ,$2.19 ,$1.19 ,$2.49 ,38.76%
Strawberries,2013/1/6,$1.75 ,$2.96 ,$2.57 ,$3.00 ,$3.62 ,73.57%
Broccoli Crowns,2013/1/6,$1.23 ,$1.41 ,$1.69 ,$1.52 ,$1.87 ,31.91%
Carrots,2013/1/6,$0.27 ,$0.89 ,$0.94 ,$0.92 ,$1.37 ,281.48%
Cauliflower,2013/1/6,$1.56 ,$2.90 ,$3.38 ,$2.78 ,$3.37 ,99.20%
Celery,2013/1/6,$0.67 ,$1.84 ,$1.74 ,$1.69 ,$2.12 ,175.75%
Green Leaf Lettuce,2013/1/6,$0.90 ,$1.74 ,$1.48 ,$1.37 ,$1.76 ,76.39%
Iceberg Lettuce,2013/1/6,$0.82 ,$1.32 ,$1.37 ,$1.17 ,$1.62 ,67.07%
Oranges,2013/1/6,$0.32 ,$1.26 ,$1.25 ,$1.07 ,$1.93 ,330.47%
Potatoes,2013/1/6,$0.90 ,$4.49 ,$4.03 ,$3.54 ,$0.00 ,235.00%
Strawberries,2012/12/30,$2.13 ,$3.21 ,$3.44 ,$3.62 ,$3.74 ,64.44%
Iceberg Lettuce,2012/12/30,$0.39 ,$1.37 ,$1.22 ,$1.17 ,$1.74 ,252.56%
Oranges,2012/12/30,$0.34 ,$1.33 ,$1.33 ,$1.07 ,$2.05 ,325.00%
Potatoes,2012/12/30,$0.95 ,$5.59 ,$4.07 ,$3.42 ,$0.00 ,244.21%
Red Leaf Lettuce,2012/12/30,$0.42 ,$1.99 ,$1.68 ,$1.27 ,$1.95 ,310.12%
Romaine Lettuce,2012/12/30,$0.51 ,$2.05 ,$1.98 ,$1.27 ,$2.58 ,286.27%
Broccoli Bunches,2012/12/30,$0.87 ,$2.65 ,$2.19 ,$1.02 ,$2.32 ,135.06%
Broccoli Crowns,2012/12/30,$0.80 ,$1.41 ,$1.69 ,$1.49 ,$1.79 ,99.38%
Carrots,2012/12/30,$0.27 ,$0.89 ,$1.07 ,$0.84 ,$1.32 ,281.48%
Cauliflower,2012/12/30,$0.78 ,$2.95 ,$3.33 ,$2.53 ,$3.37 ,290.38%
Celery,2012/12/30,$0.57 ,$1.45 ,$1.71 ,$1.52 ,$2.24 ,203.51%
Green Leaf Lettuce,2012/12/30,$0.41 ,$1.74 ,$1.48 ,$1.27 ,$1.80 ,283.54%
Broccoli Crowns,2012/12/23,$0.55 ,$1.59 ,$1.54 ,$1.54 ,$1.62 ,185.91%
Carrots,2012/12/23,$0.27 ,$0.89 ,$0.89 ,$0.84 ,$1.32 ,264.81%
Cauliflower,2012/12/23,$0.82 ,$2.74 ,$2.90 ,$3.53 ,$3.74 ,293.60%
Celery,2012/12/23,$0.57 ,$1.46 ,$1.66 ,$1.64 ,$2.12 ,201.75%
Green Leaf Lettuce,2012/12/23,$0.29 ,$1.74 ,$1.48 ,$1.27 ,$1.86 ,447.41%
Iceberg Lettuce,2012/12/23,$0.24 ,$1.37 ,$1.17 ,$1.17 ,$1.87 ,481.25%
Oranges,2012/12/23,$0.34 ,$1.40 ,$1.33 ,$0.82 ,$1.70 ,286.03%
Potatoes,2012/12/23,$1.00 ,$4.24 ,$4.07 ,$3.39 ,$4.66 ,309.00%
Red Leaf Lettuce,2012/12/23,$0.29 ,$1.99 ,$1.68 ,$1.27 ,$2.02 ,500.00%
Romaine Lettuce,2012/12/23,$0.29 ,$2.05 ,$2.03 ,$1.27 ,$2.49 ,575.86%
Broccoli Bunches,2012/12/23,$0.66 ,$2.46 ,$2.12 ,$1.06 ,$1.95 ,187.50%
Strawberries,2012/12/23,$2.63 ,$3.66 ,$3.44 ,$4.12 ,$5.24 ,56.46%
Cauliflower,2012/12/16,$0.90 ,$2.71 ,$2.36 ,$2.43 ,$3.62 ,208.89%
Celery,2012/12/16,$0.55 ,$1.29 ,$1.52 ,$1.67 ,$2.19 ,203.18%
Green Leaf Lettuce,2012/12/16,$0.29 ,$1.74 ,$1.45 ,$1.47 ,$1.86 ,462.07%
Iceberg Lettuce,2012/12/16,$0.24 ,$1.37 ,$1.29 ,$1.24 ,$1.87 ,501.04%
Oranges,2012/12/16,$0.34 ,$1.36 ,$1.20 ,$0.90 ,$1.81 ,287.50%
Potatoes,2012/12/16,$1.00 ,$4.82 ,$3.99 ,$3.42 ,$0.00 ,205.75%
Red Leaf Lettuce,2012/12/16,$0.28 ,$1.82 ,$1.65 ,$1.47 ,$1.97 ,516.96%
Romaine Lettuce,2012/12/16,$0.30 ,$1.89 ,$1.96 ,$1.47 ,$2.43 ,545.83%
Broccoli Bunches,2012/12/16,$0.51 ,$2.41 ,$1.39 ,$1.17 ,$2.16 ,249.51%
Strawberries,2012/12/16,$2.88 ,$3.74 ,$3.43 ,$3.99 ,$5.24 ,42.36%
Broccoli Crowns,2012/12/16,$0.43 ,$1.28 ,$1.54 ,$1.64 ,$1.74 ,260.47%
Carrots,2012/12/16,$0.27 ,$0.86 ,$0.81 ,$0.92 ,$1.32 ,262.04%
Flame Grapes,2012/12/9,$1.22 ,$2.49 ,$2.82 ,$3.54 ,$2.99 ,142.62%
Green Leaf Lettuce,2012/12/9,$0.27 ,$1.72 ,$1.58 ,$1.27 ,$1.86 ,495.37%
Iceberg Lettuce,2012/12/9,$0.24 ,$1.33 ,$1.24 ,$1.24 ,$1.92 ,496.88%
Oranges,2012/12/9,$0.37 ,$1.33 ,$1.16 ,$1.06 ,$1.70 ,254.73%
Potatoes,2012/12/9,$1.00 ,$3.78 ,$4.24 ,$3.54 ,$0.00 ,189.00%
Red Leaf Lettuce,2012/12/9,$0.26 ,$1.89 ,$1.72 ,$1.27 ,$2.02 ,563.46%
Broccoli Bunches,2012/12/9,$0.43 ,$2.51 ,$2.12 ,$1.14 ,$1.83 ,341.86%
Romaine Lettuce,2012/12/9,$0.28 ,$2.05 ,$2.10 ,$1.27 ,$2.49 ,606.25%
Broccoli Crowns,2012/12/9,$0.32 ,$1.78 ,$1.61 ,$1.54 ,$1.74 ,421.09%
Strawberries,2012/12/9,$2.88 ,$4.09 ,$3.92 ,$3.99 ,$5.49 ,51.82%
Carrots,2012/12/9,$0.27 ,$0.86 ,$0.89 ,$0.92 ,$1.32 ,269.44%
Cauliflower,2012/12/9,$0.77 ,$2.95 ,$3.20 ,$3.03 ,$3.37 ,307.47%
Celery,2012/12/9,$0.57 ,$1.31 ,$1.71 ,$1.52 ,$2.12 ,192.11%
Iceberg Lettuce,2012/12/2,$0.26 ,$1.36 ,$1.49 ,$1.29 ,$1.92 ,482.69%
Oranges,2012/12/2,$0.39 ,$1.52 ,$1.29 ,$0.94 ,$2.04 ,271.15%
Potatoes,2012/12/2,$0.95 ,$3.82 ,$4.24 ,$3.42 ,$5.99 ,359.74%
Red Leaf Lettuce,2012/12/2,$0.28 ,$1.81 ,$1.68 ,$1.32 ,$2.02 ,509.82%
Broccoli Bunches,2012/12/2,$0.41 ,$2.60 ,$2.12 ,$1.14 ,$2.37 ,401.83%
Romaine Lettuce,2012/12/2,$0.30 ,$2.08 ,$2.05 ,$1.32 ,$2.43 ,556.67%
Broccoli Crowns,2012/12/2,$0.33 ,$1.80 ,$1.66 ,$1.54 ,$1.87 ,420.45%
Strawberries,2012/12/2,$2.81 ,$3.74 ,$3.66 ,$3.74 ,$5.32 ,46.44%
Carrots,2012/12/2,$0.27 ,$0.91 ,$0.82 ,$0.84 ,$1.32 ,260.19%
Cauliflower,2012/12/2,$0.94 ,$2.78 ,$3.31 ,$2.28 ,$3.24 ,208.78%
Celery,2012/12/2,$0.57 ,$1.21 ,$1.54 ,$1.49 ,$2.19 ,182.02%
Flame Grapes,2012/12/2,$1.19 ,$2.99 ,$2.44 ,$3.17 ,$3.49 ,153.99%
Green Leaf Lettuce,2012/12/2,$0.28 ,$1.74 ,$1.48 ,$1.32 ,$1.86 ,471.43%
Broccoli Bunches,2012/11/25,$0.53 ,$2.48 ,$2.07 ,$1.14 ,$2.49 ,285.85%
Romaine Lettuce,2012/11/25,$0.38 ,$2.08 ,$1.97 ,$1.19 ,$2.49 ,408.55%
Broccoli Crowns,2012/11/25,$0.41 ,$1.81 ,$1.82 ,$1.59 ,$1.84 ,330.49%
Strawberries,2012/11/25,$2.50 ,$4.24 ,$3.57 ,$3.99 ,$5.24 ,70.40%
Carrots,2012/11/25,$0.27 ,$0.91 ,$0.84 ,$0.92 ,$1.32 ,269.44%
Tomatoes,2012/11/25,$0.70 ,$2.07 ,$2.17 ,$1.99 ,$2.24 ,202.50%
Cauliflower,2012/11/25,$1.32 ,$2.83 ,$3.31 ,$2.98 ,$3.32 ,135.61%
Celery,2012/11/25,$0.50 ,$1.32 ,$1.33 ,$1.59 ,$2.12 ,218.00%
Flame Grapes,2012/11/25,$1.19 ,$2.54 ,$2.62 ,$2.79 ,$3.12 ,132.56%
Green Leaf Lettuce,2012/11/25,$0.34 ,$1.82 ,$1.50 ,$1.19 ,$1.86 ,368.38%
Iceberg Lettuce,2012/11/25,$0.44 ,$1.19 ,$1.24 ,$1.17 ,$1.92 ,213.64%
Oranges,2012/11/25,$0.39 ,$1.50 ,$1.64 ,$0.99 ,$1.82 ,281.41%
Potatoes,2012/11/25,$0.95 ,$4.86 ,$3.99 ,$3.54 ,$4.99 ,357.37%
Red Leaf Lettuce,2012/11/25,$0.32 ,$1.86 ,$1.56 ,$1.26 ,$2.02 ,423.44%
Cauliflower,2012/11/18,$1.39 ,$2.59 ,$2.25 ,$2.33 ,$3.49 ,91.73%
Celery,2012/11/18,$0.51 ,$0.93 ,$1.09 ,$1.24 ,$2.09 ,162.25%
Flame Grapes,2012/11/18,$1.19 ,$2.24 ,$2.62 ,$2.92 ,$3.12 ,128.99%
Green Leaf Lettuce,2012/11/18,$0.33 ,$1.79 ,$1.44 ,$1.19 ,$1.86 ,375.76%
Iceberg Lettuce,2012/11/18,$0.53 ,$1.32 ,$1.29 ,$1.17 ,$1.92 ,168.87%
Oranges,2012/11/18,$0.45 ,$1.52 ,$1.77 ,$1.19 ,$1.90 ,254.44%
Potatoes,2012/11/18,$0.90 ,$4.15 ,$3.24 ,$2.49 ,$0.00 ,174.44%
Red Leaf Lettuce,2012/11/18,$0.32 ,$1.89 ,$1.63 ,$1.19 ,$2.02 ,425.78%
Broccoli Bunches,2012/11/18,$0.68 ,$2.29 ,$1.40 ,$1.19 ,$2.33 ,165.07%
Romaine Lettuce,2012/11/18,$0.39 ,$2.05 ,$2.00 ,$1.19 ,$2.43 ,391.67%
Broccoli Crowns,2012/11/18,$0.53 ,$1.48 ,$1.49 ,$1.42 ,$1.87 ,195.28%
Strawberries,2012/11/18,$2.38 ,$3.29 ,$3.09 ,$3.74 ,$5.66 ,65.76%
Carrots,2012/11/18,$0.27 ,$0.91 ,$0.84 ,$0.92 ,$1.32 ,269.44%
Tomatoes,2012/11/18,$0.70 ,$2.14 ,$2.04 ,$0.00 ,$2.24 ,129.29%
