Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
Dataset for Admission in the University,SOP,Chance of Admit ,"{""coefficient"": 0.67573, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69471, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5455, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between SOP and Chance of Admit ?,easy
Dataset for Admission in the University,SOP,Chance of Admit ,"{""coefficient"": 0.67573, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69471, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5455, ""conclusion"": ""Strongly correlated""}",Do patterns observed in SOP similarly appear in Chance of Admit ?,easy
Dataset for Admission in the University,LOR ,CGPA,"{""coefficient"": 0.67021, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66601, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51076, ""conclusion"": ""Strongly correlated""}",Do changes in LOR  relate to changes in CGPA?,easy
Dataset for Admission in the University,LOR ,CGPA,"{""coefficient"": 0.67021, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66601, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51076, ""conclusion"": ""Strongly correlated""}",Do LOR  and CGPA show any linear correlation?,easy
Dataset for Admission in the University,LOR ,CGPA,"{""coefficient"": 0.67021, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66601, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51076, ""conclusion"": ""Strongly correlated""}",How consistent is the relationship between LOR  and CGPA?,easy
Dataset for Admission in the University,LOR ,CGPA,"{""coefficient"": 0.67021, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66601, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51076, ""conclusion"": ""Strongly correlated""}",How do changes in LOR  correlate with changes in CGPA?,easy
Dataset for Admission in the University,LOR ,CGPA,"{""coefficient"": 0.67021, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66601, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51076, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between LOR  and CGPA?,easy
Dataset for Admission in the University,LOR ,Chance of Admit ,"{""coefficient"": 0.66989, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67056, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51843, ""conclusion"": ""Strongly correlated""}",How does the direction of change in LOR  relate to Chance of Admit ?,easy
Dataset for Admission in the University,LOR ,Chance of Admit ,"{""coefficient"": 0.66989, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67056, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51843, ""conclusion"": ""Strongly correlated""}",Are LOR  and Chance of Admit  correlated with each other in a linear manner?,easy
Dataset for Admission in the University,LOR ,Chance of Admit ,"{""coefficient"": 0.66989, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67056, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51843, ""conclusion"": ""Strongly correlated""}",Are movements in LOR  reflected similarly in Chance of Admit ?,easy
Dataset for Admission in the University,LOR ,Chance of Admit ,"{""coefficient"": 0.66989, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67056, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51843, ""conclusion"": ""Strongly correlated""}",Is there a direct relationship between LOR  and Chance of Admit ?,easy
Dataset for Admission in the University,LOR ,Chance of Admit ,"{""coefficient"": 0.66989, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67056, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51843, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between LOR  and Chance of Admit ?,easy
Dataset for Admission in the University,CGPA,Chance of Admit ,"{""coefficient"": 0.87329, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.8784, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72065, ""conclusion"": ""Strongly correlated""}",Are CGPA and Chance of Admit  correlated with each other in a linear manner?,easy
Dataset for Admission in the University,CGPA,Chance of Admit ,"{""coefficient"": 0.87329, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.8784, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72065, ""conclusion"": ""Strongly correlated""}",Are CGPA and Chance of Admit  related in any way?,easy
Dataset for Admission in the University,CGPA,Chance of Admit ,"{""coefficient"": 0.87329, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.8784, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72065, ""conclusion"": ""Strongly correlated""}",How does the direction of change in CGPA relate to Chance of Admit ?,easy
Dataset for Admission in the University,CGPA,Chance of Admit ,"{""coefficient"": 0.87329, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.8784, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72065, ""conclusion"": ""Strongly correlated""}",Is there a correlation between CGPA and Chance of Admit ?,easy
Dataset for Admission in the University,CGPA,Chance of Admit ,"{""coefficient"": 0.87329, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.8784, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72065, ""conclusion"": ""Strongly correlated""}",Is there a linear relationship between CGPA and Chance of Admit ?,easy
Exercise and Fitness Metrics Dataset,Dream Weight,Actual Weight,"{""coefficient"": 0.98138, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87545, ""conclusion"": ""Strongly correlated""}",Do Dream Weight and Actual Weight show any linear correlation?,easy
Exercise and Fitness Metrics Dataset,Dream Weight,Actual Weight,"{""coefficient"": 0.98138, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87545, ""conclusion"": ""Strongly correlated""}",Are there any correlations between Dream Weight and Actual Weight over time?,easy
Exercise and Fitness Metrics Dataset,Dream Weight,Actual Weight,"{""coefficient"": 0.98138, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87545, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between Dream Weight and Actual Weight?,easy
Exercise and Fitness Metrics Dataset,Dream Weight,Actual Weight,"{""coefficient"": 0.98138, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87545, ""conclusion"": ""Strongly correlated""}",How consistent is the relationship between Dream Weight and Actual Weight?,easy
Exercise and Fitness Metrics Dataset,Dream Weight,Actual Weight,"{""coefficient"": 0.98138, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87545, ""conclusion"": ""Strongly correlated""}",Is there a correlation between Dream Weight and Actual Weight?,easy
FIFA Official Dataset 2023,Age,Overall,"{""coefficient"": 0.59569, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64896, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.48113, ""conclusion"": ""Not strongly correlated""}",How closely do Age and Overall follow a straight-line relationship?,easy
FIFA Official Dataset 2023,Age,Overall,"{""coefficient"": 0.59569, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64896, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.48113, ""conclusion"": ""Not strongly correlated""}",Are movements in Age reflected similarly in Overall?,easy
FIFA Official Dataset 2023,Age,Overall,"{""coefficient"": 0.59569, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64896, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.48113, ""conclusion"": ""Not strongly correlated""}",Is the connection between Age and Overall strong?,easy
FIFA Official Dataset 2023,Age,Overall,"{""coefficient"": 0.59569, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64896, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.48113, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Age and Overall consistent?,easy
FIFA Official Dataset 2023,Age,Overall,"{""coefficient"": 0.59569, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64896, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.48113, ""conclusion"": ""Not strongly correlated""}",Are variations in Age associated with variations in Overall?,easy
FIFA Official Dataset 2023,Overall,Potential,"{""coefficient"": 0.70659, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65926, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.49678, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Overall and Potential?,easy
FIFA Official Dataset 2023,Overall,Potential,"{""coefficient"": 0.70659, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65926, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.49678, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Overall and Potential?,easy
FIFA Official Dataset 2023,Overall,Potential,"{""coefficient"": 0.70659, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65926, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.49678, ""conclusion"": ""Not strongly correlated""}",Are movements in Overall reflected similarly in Potential?,easy
FIFA Official Dataset 2023,Overall,Potential,"{""coefficient"": 0.70659, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65926, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.49678, ""conclusion"": ""Not strongly correlated""}",Do changes in Overall relate to changes in Potential?,easy
FIFA Official Dataset 2023,Overall,Potential,"{""coefficient"": 0.70659, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65926, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.49678, ""conclusion"": ""Not strongly correlated""}",Are Overall and Potential related in any way?,easy
FIFA Official Dataset 2023,Overall,Value,"{""coefficient"": 0.56423, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87909, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.77664, ""conclusion"": ""Strongly correlated""}",Are Overall and Value correlated with each other in a linear manner?,easy
FIFA Official Dataset 2023,Overall,Value,"{""coefficient"": 0.56423, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87909, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.77664, ""conclusion"": ""Strongly correlated""}",Are variations in Overall associated with variations in Value?,easy
FIFA Official Dataset 2023,Overall,Value,"{""coefficient"": 0.56423, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87909, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.77664, ""conclusion"": ""Strongly correlated""}",How closely do Overall and Value follow a straight-line relationship?,easy
FIFA Official Dataset 2023,Overall,Value,"{""coefficient"": 0.56423, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87909, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.77664, ""conclusion"": ""Strongly correlated""}",Are movements in Overall reflected similarly in Value?,easy
FIFA Official Dataset 2023,Overall,Value,"{""coefficient"": 0.56423, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87909, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.77664, ""conclusion"": ""Strongly correlated""}",Is the relationship between Overall and Value consistent?,easy
FIFA Official Dataset 2023,Overall,Wage,"{""coefficient"": 0.59957, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67103, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.53512, ""conclusion"": ""Strongly correlated""}",Do patterns observed in Overall similarly appear in Wage?,easy
FIFA Official Dataset 2023,Overall,Wage,"{""coefficient"": 0.59957, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67103, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.53512, ""conclusion"": ""Strongly correlated""}",Are variations in Overall associated with variations in Wage?,easy
FIFA Official Dataset 2023,Overall,Wage,"{""coefficient"": 0.59957, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67103, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.53512, ""conclusion"": ""Strongly correlated""}",Do changes in Overall relate to changes in Wage?,easy
FIFA Official Dataset 2023,Overall,Wage,"{""coefficient"": 0.59957, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67103, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.53512, ""conclusion"": ""Strongly correlated""}",Are movements in Overall reflected similarly in Wage?,easy
FIFA Official Dataset 2023,Overall,Wage,"{""coefficient"": 0.59957, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67103, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.53512, ""conclusion"": ""Strongly correlated""}",How consistent is the relationship between Overall and Wage?,easy
FIFA Official Dataset 2023,Overall,Special,"{""coefficient"": 0.69794, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.75555, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59987, ""conclusion"": ""Strongly correlated""}",How closely do Overall and Special follow a straight-line relationship?,easy
FIFA Official Dataset 2023,Overall,Special,"{""coefficient"": 0.69794, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.75555, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59987, ""conclusion"": ""Strongly correlated""}",How strong is the correlation between Overall and Special?,easy
FIFA Official Dataset 2023,Overall,Special,"{""coefficient"": 0.69794, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.75555, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59987, ""conclusion"": ""Strongly correlated""}",Is the relationship between Overall and Special consistent?,easy
FIFA Official Dataset 2023,Overall,Special,"{""coefficient"": 0.69794, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.75555, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59987, ""conclusion"": ""Strongly correlated""}",Do changes in Overall relate to changes in Special?,easy
