Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient,question,difficulty
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 6-10 ,Terrorist attacks,"{""coefficient"": 0.80023, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Terrorist attacks controlled, what is the correlation strength between Terrorist Death Type : Killed and Death Age : 6-10 ?",medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist attacks,Terrorism deaths,"{""coefficient"": 0.64775, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Terrorism deaths, what is the relationship between Attack method: Facility/Infrastructure Attack and Terrorist attacks?",medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,Terrorism deaths,"{""coefficient"": 0.51228, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Attack method: Facility/Infrastructure Attack on Attack method: Assassination with Terrorism deaths taken into consideration?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorist attacks,Terrorism deaths,"{""coefficient"": 0.5805, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Terrorism deaths, what is the relationship between Attack method: Assassination and Terrorist attacks?",medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,Terrorism deaths,"{""coefficient"": 0.51258, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Terrorism deaths, how do Attack method: Assassination and Attack method: Armed Assault interact?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,Terrorism deaths,"{""coefficient"": 0.61366, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Terrorism deaths controlled, what is the correlation strength between Attack method: Armed Assault and Attack method: Facility/Infrastructure Attack?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age :  1-5,Terrorism deaths,"{""coefficient"": 0.58086, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Terrorism deaths, how do Attack method: Armed Assault and Death Age :  1-5 relate to each other?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age :  1-5,Terrorism deaths,"{""coefficient"": 0.80197, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Terrorism deaths is fixed, how do Attack method: Bombing/Explosion and Death Age :  1-5 correlate?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Armed Assault,Terrorism deaths,"{""coefficient"": 0.58086, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Death Age :  1-5 and Attack method: Armed Assault after Terrorism deaths is considered?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Terrorist Death Type : Suicide,Terrorism deaths,"{""coefficient"": 0.98846, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Terrorist Death Type : Killed and Terrorist Death Type : Suicide considering Terrorism deaths?,medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.54747, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hijacking, what correlation exists between Attack method: Facility/Infrastructure Attack and Terrorism deaths?",medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Assassination,Attack method: Hijacking,"{""coefficient"": 0.57501, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Attack method: Hijacking is controlled for, what remains the relationship between Attack method: Facility/Infrastructure Attack and Attack method: Assassination?",medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Attack method: Bombing/Explosion,Attack method: Hijacking,"{""coefficient"": 0.62847, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Attack method: Hijacking, how do Attack method: Facility/Infrastructure Attack and Attack method: Bombing/Explosion interact?",medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Death Age : 6-10 ,Attack method: Hijacking,"{""coefficient"": 0.57779, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Attack method: Facility/Infrastructure Attack and Death Age : 6-10  manifest when isolating Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Terrorist Death Type : Killed,Attack method: Hijacking,"{""coefficient"": 0.55483, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hijacking is fixed, how do Attack method: Facility/Infrastructure Attack and Terrorist Death Type : Killed correlate?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.85315, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Hostage Taking (Kidnapping) and Terrorism deaths after Attack method: Hijacking is considered?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Attack method: Armed Assault,Attack method: Hijacking,"{""coefficient"": 0.8469, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between Attack method: Hostage Taking (Kidnapping) and Attack method: Armed Assault after Attack method: Hijacking is considered?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age: 51-99 ,Attack method: Hijacking,"{""coefficient"": 0.61288, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Hijacking change the relationship between Attack method: Hostage Taking (Kidnapping) and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age : 11-20 ,Attack method: Hijacking,"{""coefficient"": 0.8179, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Attack method: Hostage Taking (Kidnapping) and Death Age : 11-20  upon controlling for Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Death Age :  1-5,Attack method: Hijacking,"{""coefficient"": 0.85212, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hijacking, what is the relationship between Attack method: Hostage Taking (Kidnapping) and Death Age :  1-5?",medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Kidnapping),Terrorist Death Type : Killed,Attack method: Hijacking,"{""coefficient"": 0.8366, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Hijacking change the relationship between Attack method: Hostage Taking (Kidnapping) and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.51631, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Attack method: Assassination correlate with Terrorism deaths when Attack method: Hijacking is held constant?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Attack method: Armed Assault,Attack method: Hijacking,"{""coefficient"": 0.6459, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Assassination and Attack method: Armed Assault when controlling for Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age : 11-20 ,Attack method: Hijacking,"{""coefficient"": 0.51761, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Attack method: Assassination correlate with Death Age : 11-20  when Attack method: Hijacking is held constant?,medium
Terrorist Attacks Dataset,Attack method: Assassination,Death Age :  1-5,Attack method: Hijacking,"{""coefficient"": 0.63198, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Attack method: Hijacking change the relationship between Attack method: Assassination and Death Age :  1-5?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist attacks,Attack method: Hijacking,"{""coefficient"": 0.93065, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Attack method: Hijacking controlled, what is the correlation strength between Attack method: Armed Assault and Terrorist attacks?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Facility/Infrastructure Attack,Attack method: Hijacking,"{""coefficient"": 0.71665, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Attack method: Armed Assault and Attack method: Facility/Infrastructure Attack manifest when isolating Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Assassination,Attack method: Hijacking,"{""coefficient"": 0.6459, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Attack method: Hijacking, how do Attack method: Armed Assault and Attack method: Assassination relate to each other?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age: 51-99 ,Attack method: Hijacking,"{""coefficient"": 0.59567, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Attack method: Hijacking, what is the relationship between Attack method: Armed Assault and Death Age: 51-99 ?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age : 11-20 ,Attack method: Hijacking,"{""coefficient"": 0.80735, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Attack method: Hijacking, how do Attack method: Armed Assault and Death Age : 11-20  interact?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Death Age :  1-5,Attack method: Hijacking,"{""coefficient"": 0.90987, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Attack method: Hijacking removed, how are Attack method: Armed Assault and Death Age :  1-5 related?",medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Terrorist Death Type : Killed,Attack method: Hijacking,"{""coefficient"": 0.8696, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Armed Assault and Terrorist Death Type : Killed when controlling for Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.85827, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Bombing/Explosion and Terrorism deaths when controlling for Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Hostage Taking (Kidnapping),Attack method: Hijacking,"{""coefficient"": 0.77142, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Attack method: Bombing/Explosion and Attack method: Hostage Taking (Kidnapping) upon controlling for Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Armed Assault,Attack method: Hijacking,"{""coefficient"": 0.84279, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Attack method: Hijacking, what correlation exists between Attack method: Bombing/Explosion and Attack method: Armed Assault?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 21-50 ,Attack method: Hijacking,"{""coefficient"": 0.7312, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Bombing/Explosion and Death Age : 21-50  when controlling for Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Death Age : 6-10 ,Attack method: Hijacking,"{""coefficient"": 0.81772, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Attack method: Hijacking is fixed, how do Attack method: Bombing/Explosion and Death Age : 6-10  correlate?",medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Terrorist Death Type : Suicide,Attack method: Hijacking,"{""coefficient"": 0.78251, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Attack method: Bombing/Explosion and Terrorist Death Type : Suicide manifest when isolating Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorism deaths,Attack method: Hijacking,"{""coefficient"": 0.66137, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Death Age 100+ on Terrorism deaths with Attack method: Hijacking taken into consideration?,medium
Terrorist Attacks Dataset,Death Age 100+,Death Age : 21-50 ,Attack method: Hijacking,"{""coefficient"": 0.67486, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Death Age 100+ and Death Age : 21-50  considering Attack method: Hijacking?,medium
Terrorist Attacks Dataset,Death Age 100+,Terrorist Death Type : Suicide,Attack method: Hijacking,"{""coefficient"": 0.53282, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Attack method: Hijacking, how do Death Age 100+ and Terrorist Death Type : Suicide interact?",medium
