Dataset Name,Column,Method,Results,question,difficulty
Fruits and Vegetables Prices Dataset,atlantaretail,Median,"{""conclusion"": ""1.51""}",How to compute the median of atlantaretail?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Median,"{""conclusion"": ""1.51""}",What is the middle value in atlantaretail?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Range,"{""conclusion"": ""7.21""}",Can you determine the range covered by atlantaretail?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Range,"{""conclusion"": ""7.21""}",Could you tell me the distance from the smallest to the largest value in atlantaretail?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.19, 'Median': 1.51, 'Q3': 2.08, 'Max': 7.21}\""""}",How are the data in atlantaretail distributed across quartiles?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.19, 'Median': 1.51, 'Q3': 2.08, 'Max': 7.21}\""""}",How do the values in atlantaretail spread in terms of quartiles?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Standard Deviation,"{""conclusion"": ""0.95862""}",What is the measure of standard variability for atlantaretail?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Standard Deviation,"{""conclusion"": ""0.95862""}","What is the variance measure for atlantaretail, as indicated by its standard deviation?",easy
Fruits and Vegetables Prices Dataset,atlantaretail,Skewness,"{""conclusion"": ""1.44029""}",What is the skewness value for atlantaretail?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Skewness,"{""conclusion"": ""1.44029""}",How does the asymmetry of atlantaretail?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Kurtosis,"{""conclusion"": ""2.59578""}",What is the level of kurtosis in atlantaretail?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Kurtosis,"{""conclusion"": ""2.59578""}",Does atlantaretail have a high or low kurtosis?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Mean,"{""conclusion"": ""1.71643""}",What does the mean of chicagoretail indicate?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Mean,"{""conclusion"": ""1.71643""}",Could you determine the average amount in chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Median,"{""conclusion"": ""1.61""}",Can you find out what the median is in chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Median,"{""conclusion"": ""1.61""}",What falls in the middle of chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Range,"{""conclusion"": ""6.24""}",Could you find the full spread of chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Range,"{""conclusion"": ""6.24""}",What's the extent of variation in chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.22, 'Median': 1.61, 'Q3': 2.07, 'Max': 6.24}\""""}",Could you find the quartile divisions in chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.22, 'Median': 1.61, 'Q3': 2.07, 'Max': 6.24}\""""}",Can you determine the quartile breakdown for chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Standard Deviation,"{""conclusion"": ""0.9697""}",Could you find the standard deviation value of chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Standard Deviation,"{""conclusion"": ""0.9697""}",Can you calculate the standard deviation for chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Skewness,"{""conclusion"": ""0.77467""}",What is the skewness value for chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Skewness,"{""conclusion"": ""0.77467""}",Can you determine the skewness level for chicagoretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Kurtosis,"{""conclusion"": ""1.14275""}",Does chicagoretail have a high or low kurtosis?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Kurtosis,"{""conclusion"": ""1.14275""}",What is the level of kurtosis in chicagoretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Mean,"{""conclusion"": ""1.7212""}",Can you calculate the mean for losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Mean,"{""conclusion"": ""1.7212""}",What's the mean value of losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Median,"{""conclusion"": ""1.49""}",How to compute the median of losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Median,"{""conclusion"": ""1.49""}",Can you find out what the median is in losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Range,"{""conclusion"": ""7.46""}",Can you calculate the total span of losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Range,"{""conclusion"": ""7.46""}",Can you determine the range covered by losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.12, 'Median': 1.49, 'Q3': 1.99, 'Max': 7.46}\""""}",How are the data in losangelesretail distributed across quartiles?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.12, 'Median': 1.49, 'Q3': 1.99, 'Max': 7.46}\""""}",What are the quartile values in losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Standard Deviation,"{""conclusion"": ""0.92514""}",Can you determine the dispersion in losangelesretail using standard deviation?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Standard Deviation,"{""conclusion"": ""0.92514""}",Could you find the standard deviation value of losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Skewness,"{""conclusion"": ""1.16249""}",Can you calculate the skew of losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Skewness,"{""conclusion"": ""1.16249""}",How does the asymmetry of losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Kurtosis,"{""conclusion"": ""1.20506""}",How peaked is the distribution of losangelesretail?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Kurtosis,"{""conclusion"": ""1.20506""}",Can you calculate the kurtosis for losangelesretail?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Mean,"{""conclusion"": ""1.97343""}",What is the average of the newyorkretail values?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Mean,"{""conclusion"": ""1.97343""}",Can you calculate the mean for newyorkretail?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Median,"{""conclusion"": ""1.79""}",What number represents the median of newyorkretail?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Median,"{""conclusion"": ""1.79""}",Could you determine the median figure of newyorkretail?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Range,"{""conclusion"": ""41.49""}",How broad is the scope of newyorkretail values?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Range,"{""conclusion"": ""41.49""}",What's the extent of variation in newyorkretail?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.37, 'Median': 1.79, 'Q3': 2.32, 'Max': 41.49}\""""}",How are the data in newyorkretail distributed across quartiles?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Quartile,"{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.37, 'Median': 1.79, 'Q3': 2.32, 'Max': 41.49}\""""}",Can you calculate the quartiles for newyorkretail?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Standard Deviation,"{""conclusion"": ""1.123""}","How spread out are the values in newyorkretail, in terms of standard deviation?",easy
Fruits and Vegetables Prices Dataset,newyorkretail,Standard Deviation,"{""conclusion"": ""1.123""}",Could you find the standard deviation value of newyorkretail?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Skewness,"{""conclusion"": ""4.03058""}",Does newyorkretail show any skewness in its distribution?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Skewness,"{""conclusion"": ""4.03058""}",Can you determine the skewness level for newyorkretail?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Kurtosis,"{""conclusion"": ""99.8308""}",Can you calculate the kurtosis for newyorkretail?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Kurtosis,"{""conclusion"": ""99.8308""}",How peaked is the distribution of newyorkretail?,easy
Fruits and Vegetables Prices Dataset,averagespread,Mean,"{""conclusion"": ""2.89251""}",What is the average of the averagespread values?,easy
Fruits and Vegetables Prices Dataset,averagespread,Mean,"{""conclusion"": ""2.89251""}",How much is the average figure for averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Median,"{""conclusion"": ""2.4604""}",Can you calculate the median of averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Median,"{""conclusion"": ""2.4604""}",What is the middle value in averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Range,"{""conclusion"": ""58.75""}",What's the interval between the highest and lowest points of averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Range,"{""conclusion"": ""58.75""}",Can you determine the range covered by averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Quartile,"{""conclusion"": ""\""{'Min': -1.0, 'Q1': 1.48265, 'Median': 2.4604, 'Q3': 3.8611, 'Max': 57.75}\""""}",How do the values in averagespread spread in terms of quartiles?,easy
Fruits and Vegetables Prices Dataset,averagespread,Quartile,"{""conclusion"": ""\""{'Min': -1.0, 'Q1': 1.48265, 'Median': 2.4604, 'Q3': 3.8611, 'Max': 57.75}\""""}",Could you show the quartile segmentation of averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Standard Deviation,"{""conclusion"": ""2.1158""}",What is the measure of standard variability for averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Standard Deviation,"{""conclusion"": ""2.1158""}",Could you provide the standard deviation for the dataset in averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Skewness,"{""conclusion"": ""3.50488""}",How skewed is the distribution of averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Skewness,"{""conclusion"": ""3.50488""}",How does the asymmetry of averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Kurtosis,"{""conclusion"": ""42.99802""}",Is there significant kurtosis present in the data for averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Kurtosis,"{""conclusion"": ""42.99802""}",Could you determine the extent of peaked for averagespread?,easy
GPA Study Hours Dataset,gpa,Mean,"{""conclusion"": ""3.58617""}",What's the mean value of gpa?,easy
GPA Study Hours Dataset,gpa,Mean,"{""conclusion"": ""3.58617""}",How much is the average figure for gpa?,easy
GPA Study Hours Dataset,gpa,Median,"{""conclusion"": ""3.62""}",What number represents the median of gpa?,easy
GPA Study Hours Dataset,gpa,Median,"{""conclusion"": ""3.62""}",Can you find out what the median is in gpa?,easy
GPA Study Hours Dataset,gpa,Range,"{""conclusion"": ""1.7""}",What is the scale of variation for gpa?,easy
GPA Study Hours Dataset,gpa,Range,"{""conclusion"": ""1.7""}",What's the interval between the highest and lowest points of gpa?,easy
GPA Study Hours Dataset,gpa,Quartile,"{""conclusion"": ""\""{'Min': 2.6, 'Q1': 3.4, 'Median': 3.62, 'Q3': 3.8, 'Max': 4.3}\""""}",Could you find the quartile divisions in gpa?,easy
GPA Study Hours Dataset,gpa,Quartile,"{""conclusion"": ""\""{'Min': 2.6, 'Q1': 3.4, 'Median': 3.62, 'Q3': 3.8, 'Max': 4.3}\""""}",What's the quartile distribution for the data in gpa?,easy
GPA Study Hours Dataset,gpa,Standard Deviation,"{""conclusion"": ""0.28474""}",What is the measure of standard variability for gpa?,easy
GPA Study Hours Dataset,gpa,Standard Deviation,"{""conclusion"": ""0.28474""}",What's the level of spread in gpa as indicated by its standard deviation?,easy
GPA Study Hours Dataset,gpa,Skewness,"{""conclusion"": ""-0.58831""}",How does the asymmetry of gpa?,easy
GPA Study Hours Dataset,gpa,Skewness,"{""conclusion"": ""-0.58831""}",What is the degree of asymmetry in gpa?,easy
GPA Study Hours Dataset,gpa,Kurtosis,"{""conclusion"": ""0.04671""}",What is the degree of peaked for gpa?,easy
GPA Study Hours Dataset,gpa,Kurtosis,"{""conclusion"": ""0.04671""}",Does gpa have a high or low kurtosis?,easy
GPA Study Hours Dataset,study_hours,Mean,"{""conclusion"": ""17.47668""}",Can you calculate the mean for study_hours?,easy
GPA Study Hours Dataset,study_hours,Mean,"{""conclusion"": ""17.47668""}",Could you determine the average amount in study_hours?,easy
GPA Study Hours Dataset,study_hours,Median,"{""conclusion"": ""15.0""}",What falls in the middle of study_hours?,easy
GPA Study Hours Dataset,study_hours,Median,"{""conclusion"": ""15.0""}",Can you calculate the median of study_hours?,easy
GPA Study Hours Dataset,study_hours,Range,"{""conclusion"": ""67.0""}",What's the extent of variation in study_hours?,easy
GPA Study Hours Dataset,study_hours,Range,"{""conclusion"": ""67.0""}",What is the scale of variation for study_hours?,easy
GPA Study Hours Dataset,study_hours,Quartile,"{""conclusion"": ""\""{'Min': 2.0, 'Q1': 10.0, 'Median': 15.0, 'Q3': 20.0, 'Max': 69.0}\""""}",Could you show the quartile segmentation of study_hours?,easy
GPA Study Hours Dataset,study_hours,Quartile,"{""conclusion"": ""\""{'Min': 2.0, 'Q1': 10.0, 'Median': 15.0, 'Q3': 20.0, 'Max': 69.0}\""""}",How are the data in study_hours distributed across quartiles?,easy
GPA Study Hours Dataset,study_hours,Standard Deviation,"{""conclusion"": ""11.37938""}",What is the measure of standard variability for study_hours?,easy
GPA Study Hours Dataset,study_hours,Standard Deviation,"{""conclusion"": ""11.37938""}",Can you calculate the standard deviation for study_hours?,easy
GPA Study Hours Dataset,study_hours,Skewness,"{""conclusion"": ""1.74255""}",How skewed is the distribution of study_hours?,easy
GPA Study Hours Dataset,study_hours,Skewness,"{""conclusion"": ""1.74255""}",How does the asymmetry of study_hours?,easy
GPA Study Hours Dataset,study_hours,Kurtosis,"{""conclusion"": ""3.92085""}",Can you calculate the kurtosis for study_hours?,easy
GPA Study Hours Dataset,study_hours,Kurtosis,"{""conclusion"": ""3.92085""}",What is the degree of peaked for study_hours?,easy
Grades of Students Dataset,PH-121,Mode,"{""conclusion"": ""A-""}",What appears most often in PH-121?,easy
Grades of Students Dataset,PH-121,Mode,"{""conclusion"": ""A-""}",Can you tell me the most repeated value in PH-121?,easy
Grades of Students Dataset,HS-101,Mode,"{""conclusion"": ""A-""}",What's the most common value in HS-101?,easy
Grades of Students Dataset,HS-101,Mode,"{""conclusion"": ""A-""}",How to calculate the mode of HS-101?,easy
Grades of Students Dataset,CY-105,Mode,"{""conclusion"": ""A""}",Can you find the mode of CY-105?,easy
Grades of Students Dataset,CY-105,Mode,"{""conclusion"": ""A""}",What is the most frequent value in CY-105?,easy
Grades of Students Dataset,HS-105/12,Mode,"{""conclusion"": ""A""}",What's the most common value in HS-105/12?,easy
Grades of Students Dataset,HS-105/12,Mode,"{""conclusion"": ""A""}",Can you tell me the most repeated value in HS-105/12?,easy
Grades of Students Dataset,MT-111,Mode,"{""conclusion"": ""A-""}",Can you tell me the most repeated value in MT-111?,easy
