Dataset Name,Column,Distribution,Kolmogorov-Smirnov Test,question,difficulty
Heart Failure Prediction Dataset,Oldpeak,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Oldpeak data?,easy
Heart Failure Prediction Dataset,Oldpeak,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Oldpeak to exhibit a Exponential distribution?",easy
Heart Failure Prediction Dataset,Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that Age data follows?,easy
Heart Failure Prediction Dataset,Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Age demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Age data?,easy
Heart Failure Prediction Dataset,Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Age data?,easy
Heart Failure Prediction Dataset,RestingBP,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in RestingBP exhibit a Uniform distribution?,easy
Heart Failure Prediction Dataset,RestingBP,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for RestingBP data to have been drawn from a Uniform distribution?,easy
Heart Failure Prediction Dataset,RestingBP,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of RestingBP by a Uniform distribution?,easy
Heart Failure Prediction Dataset,Cholesterol,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for Cholesterol?,easy
Heart Failure Prediction Dataset,Cholesterol,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Cholesterol similar to a Uniform distribution?,easy
Heart Failure Prediction Dataset,Cholesterol,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Cholesterol data?,easy
Heart Failure Prediction Dataset,MaxHR,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in MaxHR exhibit a Uniform distribution?,easy
Heart Failure Prediction Dataset,MaxHR,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of MaxHR resemble a Uniform distribution?,easy
Heart Failure Prediction Dataset,MaxHR,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in MaxHR consistent with a Uniform distribution?,easy
Heart Failure Prediction Dataset,Oldpeak,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Oldpeak conform to a Uniform distribution?,easy
Heart Failure Prediction Dataset,Oldpeak,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Oldpeak comply with the Uniform model?,easy
Heart Failure Prediction Dataset,Oldpeak,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for Oldpeak?,easy
Heart Failure Prediction Dataset,Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Age demonstrating as Gamma distribution?Is the Gamma distribution a good fit for Age data?,easy
Heart Failure Prediction Dataset,Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Age conform to a Gamma distribution?,easy
Heart Failure Prediction Dataset,Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Age by a Gamma distribution?,easy
Heart Failure Prediction Dataset,RestingBP,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of RestingBP resemble a Gamma distribution?,easy
Heart Failure Prediction Dataset,RestingBP,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the RestingBP data?,easy
Heart Failure Prediction Dataset,RestingBP,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for RestingBP data?,easy
Heart Failure Prediction Dataset,Cholesterol,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Cholesterol resemble a Gamma distribution?,easy
Heart Failure Prediction Dataset,Cholesterol,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that Cholesterol data follows?,easy
Heart Failure Prediction Dataset,Cholesterol,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Cholesterol data to have been drawn from a Gamma distribution?,easy
Heart Failure Prediction Dataset,MaxHR,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the MaxHR data?,easy
Heart Failure Prediction Dataset,MaxHR,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in MaxHR consistent with a Gamma distribution?,easy
Heart Failure Prediction Dataset,MaxHR,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does MaxHR reflect the properties of a Gamma distribution?,easy
Heart Failure Prediction Dataset,Oldpeak,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Oldpeak?,easy
Heart Failure Prediction Dataset,Oldpeak,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Oldpeak consistent with a Gamma distribution?,easy
Heart Failure Prediction Dataset,Oldpeak,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for Oldpeak data?,easy
Housing Price Dataset,SquareFeet,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of SquareFeet similar to a Exponential distribution?,easy
Housing Price Dataset,SquareFeet,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for SquareFeet data?,easy
Housing Price Dataset,SquareFeet,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is SquareFeet demonstrating as Exponential distribution?Is the Exponential distribution a good fit for SquareFeet data?,easy
Housing Price Dataset,Bedrooms,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Bedrooms resemble a Exponential distribution?,easy
Housing Price Dataset,Bedrooms,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Bedrooms exhibit a Exponential distribution?,easy
Housing Price Dataset,Bedrooms,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Bedrooms data to have been drawn from a Exponential distribution?,easy
Housing Price Dataset,Bathrooms,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Bathrooms comply with the Exponential model?,easy
Housing Price Dataset,Bathrooms,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Bathrooms resemble a Exponential distribution?,easy
Housing Price Dataset,Bathrooms,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Bathrooms is subject to Exponential distribution?,easy
Housing Price Dataset,Price,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Price consistent with a Exponential distribution?,easy
Housing Price Dataset,Price,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Price data to have been drawn from a Exponential distribution?,easy
Housing Price Dataset,Price,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for Price?,easy
Housing Price Dataset,SquareFeet,Uniform,"{""p value"": 0.01388, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for SquareFeet data?,easy
Housing Price Dataset,SquareFeet,Uniform,"{""p value"": 0.01388, ""conclusion"": ""Non-compliance""}",Do the data in SquareFeet exhibit a Uniform distribution?,easy
Housing Price Dataset,SquareFeet,Uniform,"{""p value"": 0.01388, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the SquareFeet data?,easy
Housing Price Dataset,Bedrooms,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Bedrooms demonstrating as Uniform distribution?Is the Uniform distribution a good fit for Bedrooms data?,easy
Housing Price Dataset,Bedrooms,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Bedrooms?,easy
Housing Price Dataset,Bedrooms,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Bedrooms exhibit a Uniform distribution?,easy
Housing Price Dataset,Bathrooms,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for Bathrooms data?,easy
Housing Price Dataset,Bathrooms,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Bathrooms is subject to Uniform distribution?,easy
Housing Price Dataset,Bathrooms,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Bathrooms exhibit a Uniform distribution?,easy
Housing Price Dataset,Price,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Price conform to a Uniform distribution?,easy
Housing Price Dataset,Price,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Price data?,easy
Housing Price Dataset,Price,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Price exhibit a Uniform distribution?,easy
Housing Price Dataset,SquareFeet,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for SquareFeet data to have been drawn from a Gamma distribution?,easy
Housing Price Dataset,SquareFeet,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for SquareFeet?,easy
Housing Price Dataset,SquareFeet,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does SquareFeet conform to a Gamma distribution?,easy
Housing Price Dataset,Bedrooms,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Bedrooms conform to a Gamma distribution?,easy
Housing Price Dataset,Bedrooms,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Bedrooms exhibit a Gamma distribution?,easy
Housing Price Dataset,Bedrooms,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that Bedrooms data follows?,easy
Housing Price Dataset,Bathrooms,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Bathrooms exhibit a Gamma distribution?,easy
Housing Price Dataset,Bathrooms,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Bathrooms data?,easy
Housing Price Dataset,Bathrooms,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Bathrooms similar to a Gamma distribution?,easy
Housing Price Dataset,Price,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Price consistent with a Gamma distribution?,easy
Housing Price Dataset,Price,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Price?,easy
Housing Price Dataset,Price,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Price is subject to Gamma distribution?,easy
Income and Happiness Score Dataset,adjusted_satisfaction,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that adjusted_satisfaction data follows?,easy
Income and Happiness Score Dataset,adjusted_satisfaction,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for adjusted_satisfaction data to have been drawn from a Exponential distribution?,easy
Income and Happiness Score Dataset,adjusted_satisfaction,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of adjusted_satisfaction comply with the Exponential model?,easy
Income and Happiness Score Dataset,avg_satisfaction,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is avg_satisfaction demonstrating as Exponential distribution?Is the Exponential distribution a good fit for avg_satisfaction data?,easy
Income and Happiness Score Dataset,avg_satisfaction,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider avg_satisfaction to exhibit a Exponential distribution?",easy
Income and Happiness Score Dataset,avg_satisfaction,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in avg_satisfaction consistent with a Exponential distribution?,easy
Income and Happiness Score Dataset,std_satisfaction,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for std_satisfaction data?,easy
Income and Happiness Score Dataset,std_satisfaction,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of std_satisfaction resemble a Exponential distribution?,easy
Income and Happiness Score Dataset,std_satisfaction,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of std_satisfaction similar to a Exponential distribution?,easy
Income and Happiness Score Dataset,avg_income,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for avg_income data?,easy
Income and Happiness Score Dataset,avg_income,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of avg_income is subject to Exponential distribution?,easy
Income and Happiness Score Dataset,avg_income,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of avg_income resemble a Exponential distribution?,easy
Income and Happiness Score Dataset,median_income,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does median_income reflect the properties of a Exponential distribution?,easy
