Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,question,difficulty
FIFA Official Dataset 2023,Special,Height,"{""coefficient"": -0.30054, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26334, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.17885, ""conclusion"": ""Not strongly correlated""}",How closely do Special and Height follow a straight-line relationship?,easy
FIFA Official Dataset 2023,Special,Height,"{""coefficient"": -0.30054, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26334, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.17885, ""conclusion"": ""Not strongly correlated""}",Are variations in Special associated with variations in Height?,easy
FIFA Official Dataset 2023,Special,Height,"{""coefficient"": -0.30054, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26334, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.17885, ""conclusion"": ""Not strongly correlated""}",Do Special and Height show any linear correlation?,easy
FIFA Official Dataset 2023,Special,Height,"{""coefficient"": -0.30054, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26334, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.17885, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between Special and Height?,easy
FIFA Official Dataset 2023,Special,Height,"{""coefficient"": -0.30054, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.26334, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.17885, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between Special and Height?,easy
FIFA Official Dataset 2023,Special,Weight,"{""coefficient"": -0.18773, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.15027, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.1009, ""conclusion"": ""Not strongly correlated""}",Is the connection between Special and Weight strong?,easy
FIFA Official Dataset 2023,Special,Weight,"{""coefficient"": -0.18773, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.15027, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.1009, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Special similarly appear in Weight?,easy
FIFA Official Dataset 2023,Special,Weight,"{""coefficient"": -0.18773, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.15027, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.1009, ""conclusion"": ""Not strongly correlated""}",Do Special and Weight show any linear correlation?,easy
FIFA Official Dataset 2023,Special,Weight,"{""coefficient"": -0.18773, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.15027, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.1009, ""conclusion"": ""Not strongly correlated""}",Are Special and Weight related in any way?,easy
FIFA Official Dataset 2023,Special,Weight,"{""coefficient"": -0.18773, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.15027, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.1009, ""conclusion"": ""Not strongly correlated""}",Are variations in Special associated with variations in Weight?,easy
FIFA Official Dataset 2023,Height,Release Clause,"{""coefficient"": 0.03336, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00866, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00585, ""conclusion"": ""Not strongly correlated""}",Are movements in Height reflected similarly in Release Clause?,easy
FIFA Official Dataset 2023,Height,Release Clause,"{""coefficient"": 0.03336, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00866, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00585, ""conclusion"": ""Not strongly correlated""}",Is the relationship between Height and Release Clause consistent?,easy
FIFA Official Dataset 2023,Height,Release Clause,"{""coefficient"": 0.03336, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00866, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00585, ""conclusion"": ""Not strongly correlated""}",How does the direction of change in Height relate to Release Clause?,easy
FIFA Official Dataset 2023,Height,Release Clause,"{""coefficient"": 0.03336, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00866, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00585, ""conclusion"": ""Not strongly correlated""}",Do Height and Release Clause show any linear correlation?,easy
FIFA Official Dataset 2023,Height,Release Clause,"{""coefficient"": 0.03336, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00866, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.00585, ""conclusion"": ""Not strongly correlated""}",Are Height and Release Clause correlated with each other in a linear manner?,easy
FIFA Official Dataset 2023,Weight,Release Clause,"{""coefficient"": 0.05848, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06201, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04253, ""conclusion"": ""Not strongly correlated""}",Is there a direct relationship between Weight and Release Clause?,easy
FIFA Official Dataset 2023,Weight,Release Clause,"{""coefficient"": 0.05848, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06201, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04253, ""conclusion"": ""Not strongly correlated""}",Are Weight and Release Clause related in any way?,easy
FIFA Official Dataset 2023,Weight,Release Clause,"{""coefficient"": 0.05848, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06201, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04253, ""conclusion"": ""Not strongly correlated""}",Do patterns observed in Weight similarly appear in Release Clause?,easy
FIFA Official Dataset 2023,Weight,Release Clause,"{""coefficient"": 0.05848, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06201, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04253, ""conclusion"": ""Not strongly correlated""}",Do Weight and Release Clause show any linear correlation?,easy
FIFA Official Dataset 2023,Weight,Release Clause,"{""coefficient"": 0.05848, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.06201, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.04253, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between Weight and Release Clause over time?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,averagespread,"{""coefficient"": -0.04984, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12332, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07954, ""conclusion"": ""Not strongly correlated""}",Do atlantaretail and averagespread show any linear correlation?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,averagespread,"{""coefficient"": -0.04984, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12332, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07954, ""conclusion"": ""Not strongly correlated""}",Is the connection between atlantaretail and averagespread strong?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,averagespread,"{""coefficient"": -0.04984, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12332, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07954, ""conclusion"": ""Not strongly correlated""}",Are variations in atlantaretail associated with variations in averagespread?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,averagespread,"{""coefficient"": -0.04984, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12332, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07954, ""conclusion"": ""Not strongly correlated""}",Is there a linear relationship between atlantaretail and averagespread?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,averagespread,"{""coefficient"": -0.04984, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.12332, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.07954, ""conclusion"": ""Not strongly correlated""}",Are movements in atlantaretail reflected similarly in averagespread?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,averagespread,"{""coefficient"": 0.03844, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0493, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02509, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between chicagoretail and averagespread over time?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,averagespread,"{""coefficient"": 0.03844, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0493, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02509, ""conclusion"": ""Not strongly correlated""}",Are chicagoretail and averagespread related in any way?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,averagespread,"{""coefficient"": 0.03844, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0493, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02509, ""conclusion"": ""Not strongly correlated""}",Are variations in chicagoretail associated with variations in averagespread?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,averagespread,"{""coefficient"": 0.03844, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0493, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02509, ""conclusion"": ""Not strongly correlated""}",Are chicagoretail and averagespread correlated with each other in a linear manner?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,averagespread,"{""coefficient"": 0.03844, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.0493, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.02509, ""conclusion"": ""Not strongly correlated""}",Is the connection between chicagoretail and averagespread strong?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,averagespread,"{""coefficient"": -0.08974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21318, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13925, ""conclusion"": ""Not strongly correlated""}",Are losangelesretail and averagespread related in any way?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,averagespread,"{""coefficient"": -0.08974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21318, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13925, ""conclusion"": ""Not strongly correlated""}",Is there a correlation between losangelesretail and averagespread?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,averagespread,"{""coefficient"": -0.08974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21318, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13925, ""conclusion"": ""Not strongly correlated""}",Do losangelesretail and averagespread show any linear correlation?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,averagespread,"{""coefficient"": -0.08974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21318, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13925, ""conclusion"": ""Not strongly correlated""}",Are variations in losangelesretail associated with variations in averagespread?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,averagespread,"{""coefficient"": -0.08974, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.21318, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.13925, ""conclusion"": ""Not strongly correlated""}",How closely do losangelesretail and averagespread follow a straight-line relationship?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,averagespread,"{""coefficient"": 0.06004, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08196, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04919, ""conclusion"": ""Not strongly correlated""}",How do changes in newyorkretail correlate with changes in averagespread?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,averagespread,"{""coefficient"": 0.06004, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08196, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04919, ""conclusion"": ""Not strongly correlated""}",How strong is the correlation between newyorkretail and averagespread?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,averagespread,"{""coefficient"": 0.06004, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08196, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04919, ""conclusion"": ""Not strongly correlated""}",Are newyorkretail and averagespread related in any way?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,averagespread,"{""coefficient"": 0.06004, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08196, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04919, ""conclusion"": ""Not strongly correlated""}",Are there any correlations between newyorkretail and averagespread over time?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,averagespread,"{""coefficient"": 0.06004, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.08196, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": -0.04919, ""conclusion"": ""Not strongly correlated""}",Do newyorkretail and averagespread show any linear correlation?,easy
GPA Study Hours Dataset,gpa,study_hours,"{""coefficient"": 0.13301, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11732, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08173, ""conclusion"": ""Not strongly correlated""}",Do gpa and study_hours show any linear correlation?,easy
GPA Study Hours Dataset,gpa,study_hours,"{""coefficient"": 0.13301, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11732, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08173, ""conclusion"": ""Not strongly correlated""}",Are variations in gpa associated with variations in study_hours?,easy
GPA Study Hours Dataset,gpa,study_hours,"{""coefficient"": 0.13301, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.11732, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.08173, ""conclusion"": ""Not strongly correlated""}",How consistent is the relationship between gpa and study_hours?,easy
