Dataset Name,Column 1,Column 2,Kolmogorov-Smirnov Test,question,difficulty
Customer Personality Analysis Dataset,Recency,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Recency and NumDealsPurchases closely aligned?,medium
Customer Personality Analysis Dataset,Recency,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Recency and NumWebPurchases differ significantly?,medium
Customer Personality Analysis Dataset,Recency,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Recency and NumWebPurchases?,medium
Customer Personality Analysis Dataset,Recency,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Recency and NumWebPurchases?,medium
Customer Personality Analysis Dataset,Recency,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Recency and NumCatalogPurchases?,medium
Customer Personality Analysis Dataset,Recency,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Recency and NumCatalogPurchases compare?,medium
Customer Personality Analysis Dataset,Recency,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Recency and NumCatalogPurchases?,medium
Customer Personality Analysis Dataset,Recency,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Recency and NumStorePurchases?,medium
Customer Personality Analysis Dataset,Recency,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Recency and NumStorePurchases?,medium
Customer Personality Analysis Dataset,Recency,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Recency and NumStorePurchases?,medium
Customer Personality Analysis Dataset,Recency,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Recency and NumWebVisitsMonth differ significantly?,medium
Customer Personality Analysis Dataset,Recency,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Recency and NumWebVisitsMonth?,medium
Customer Personality Analysis Dataset,Recency,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Recency and NumWebVisitsMonth statistically indistinguishable?,medium
Customer Personality Analysis Dataset,Recency,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Recency and Z_CostContact follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Recency,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Recency and Z_CostContact closely aligned?,medium
Customer Personality Analysis Dataset,Recency,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Recency and Z_CostContact statistically indistinguishable?,medium
Customer Personality Analysis Dataset,Recency,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Recency versus Z_Revenue?,medium
Customer Personality Analysis Dataset,Recency,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Recency compared to Z_Revenue?,medium
Customer Personality Analysis Dataset,Recency,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Recency and Z_Revenue follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,MntWines,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of MntWines compared to MntFruits?,medium
Customer Personality Analysis Dataset,MntWines,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in MntWines and MntFruits?,medium
Customer Personality Analysis Dataset,MntWines,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of MntWines versus MntFruits?,medium
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of MntWines and MntMeatProducts?,medium
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of MntWines and MntMeatProducts?,medium
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in MntWines and MntMeatProducts statistically indistinguishable?,medium
Customer Personality Analysis Dataset,MntWines,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of MntWines and MntFishProducts compare?,medium
Customer Personality Analysis Dataset,MntWines,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of MntWines and MntFishProducts?,medium
Customer Personality Analysis Dataset,MntWines,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of MntWines compared to MntFishProducts?,medium
Customer Personality Analysis Dataset,MntWines,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of MntWines and MntSweetProducts?,medium
Customer Personality Analysis Dataset,MntWines,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of MntWines and MntSweetProducts?,medium
Customer Personality Analysis Dataset,MntWines,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of MntWines and MntSweetProducts?,medium
Customer Personality Analysis Dataset,MntWines,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of MntWines and MntGoldProds closely aligned?,medium
Customer Personality Analysis Dataset,MntWines,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of MntWines and MntGoldProds?,medium
Customer Personality Analysis Dataset,MntWines,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of MntWines and MntGoldProds compare?,medium
Customer Personality Analysis Dataset,MntWines,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of MntWines and NumDealsPurchases closely aligned?,medium
Customer Personality Analysis Dataset,MntWines,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of MntWines and NumDealsPurchases?,medium
Customer Personality Analysis Dataset,MntWines,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of MntWines and NumDealsPurchases?,medium
Customer Personality Analysis Dataset,MntWines,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of MntWines and NumWebPurchases differ significantly?,medium
Customer Personality Analysis Dataset,MntWines,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of MntWines versus NumWebPurchases?,medium
Customer Personality Analysis Dataset,MntWines,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of MntWines and NumWebPurchases?,medium
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of MntWines and NumCatalogPurchases?,medium
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of MntWines compared to NumCatalogPurchases?,medium
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of MntWines and NumCatalogPurchases?,medium
Customer Personality Analysis Dataset,MntWines,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of MntWines and NumStorePurchases?,medium
Customer Personality Analysis Dataset,MntWines,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of MntWines and NumStorePurchases similar?,medium
Customer Personality Analysis Dataset,MntWines,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of MntWines and NumStorePurchases closely aligned?,medium
Customer Personality Analysis Dataset,MntWines,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of MntWines and NumWebVisitsMonth similar?,medium
Customer Personality Analysis Dataset,MntWines,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of MntWines and NumWebVisitsMonth?,medium
