index,Rank,Game Title,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Review
708,709,Wipeout: The Game,Wii,2009.0,Misc,Mindscape,1.78,0.0,0.0,0.15,1.92,48.0
709,710,Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,Ubisoft,1.29,0.45,0.0,0.18,1.92,50.0
710,711,Red Faction,PS2,2001.0,Shooter,THQ,0.76,0.96,0.0,0.2,1.92,85.0
711,712,The Sims: Makin' Magic,PC,2003.0,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92,78.37
712,713,MX Unleashed,PS2,2004.0,Racing,THQ,0.94,0.73,0.0,0.25,1.92,78.75
713,714,Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.41,0.34,0.96,0.21,1.92,88.98
714,715,PaRappa The Rapper,PS,1996.0,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,83.0
715,716,Kirby Squeak Squad,DS,2006.0,Platform,Nintendo,0.77,0.01,1.05,0.08,1.91,72.23999999999998
716,717,Mario Party 3,N64,2000.0,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,82.0
717,718,Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,Ubisoft,1.06,0.63,0.02,0.19,1.91,89.39
718,719,Just Dance 3,X360,2011.0,Misc,Ubisoft,1.39,0.34,0.0,0.17,1.9,69.7
719,720,Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,88.0
720,721,Dance Central 2,X360,2011.0,Misc,Microsoft Game Studios,1.34,0.38,0.01,0.17,1.9,86.55
721,722,Need For Speed: Undercover,PS3,2008.0,Racing,Electronic Arts,0.6,0.9,0.05,0.36,1.9,72.0
722,723,Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,Square Enix,0.56,0.35,0.75,0.23,1.88,82.13
723,724,Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,Square Enix,0.99,0.23,0.53,0.13,1.88,87.0
724,725,Yu-Gi-Oh! Forbidden Memories,PS,1999.0,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,68.0
725,726,Mortal Kombat: Deception,PS2,2004.0,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,87.0
726,727,Hot Shots Golf 2,PS,1999.0,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,82.0
727,728,Medal of Honor: European Assault (All Region sales),PS2,2005.0,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,81.0
728,729,Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.52,0.95,0.05,0.36,1.88,89.18
729,730,WCW Nitro,PS,1998.0,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,56.4
730,731,Star Fox Adventures,GC,2002.0,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,82.0
731,732,FIFA 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,87.27
732,733,Dynasty Warriors 3,PS2,2001.0,Action,THQ,0.53,0.16,1.07,0.1,1.87,77.33
733,734,Call of Duty: World at War,Wii,2008.0,Shooter,Activision,1.13,0.55,0.0,0.18,1.87,85.57
734,735,The Legend of Zelda: Oracle of Seasons,GB,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,91.0
735,736,Madden NFL 06,XB,2005.0,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,84.2
736,737,Shrek 2,PS2,2004.0,Platform,Activision,1.12,0.69,0.03,0.02,1.86,70.0
737,738,The Legend of Dragoon,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,89.0
738,739,Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,89.41
739,740,SingStar,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,78.0
740,741,Dead Space,PS3,2008.0,Action,Electronic Arts,1.0,0.59,0.0,0.28,1.86,89.05
741,742,NBA Live 2002,PS2,2001.0,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,70.49
742,743,Chrono Cross,PS,1999.0,Role-Playing,Square,0.62,0.42,0.69,0.12,1.86,92.18
743,744,Jak 3,PS2,2004.0,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,85.42
744,745,Kingdom Hearts: Chain of Memories,GBA,2004.0,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,77.54
745,746,Pinball,NES,1984.0,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,46.0
746,747,Gran Turismo Concept 2001 Tokyo,PS2,,Racing,Unknown,0.0,1.1,0.42,0.33,1.84,80.0
747,748,Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,1.55,0.12,0.0,0.17,1.84,79.0
748,749,NCAA Football 06,PS2,2005.0,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,87.69
749,750,"Hey You, Pikachu!",N64,1998.0,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83,68.0
750,751,Jet Moto,PS,1996.0,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,77.0
751,752,Secret of Mana,SNES,1993.0,Role-Playing,Square,0.25,0.07,1.49,0.02,1.83,92.0
752,753,Game Party 2,Wii,2008.0,Misc,Midway Games,1.24,0.42,0.0,0.17,1.83,46.0
753,754,Mario Super Sluggers,Wii,2008.0,Sports,Nintendo,1.41,0.0,0.2899999999999999,0.13,1.83,69.72
754,755,Air Combat,PS,1995.0,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,60.0
755,756,Call of Duty 2,X360,2005.0,Shooter,Activision,1.66,0.02,0.01,0.14,1.83,89.78
756,757,Need for Speed: Shift,X360,2009.0,Racing,Electronic Arts,0.68,0.92,0.01,0.21,1.82,71.0
757,758,Sonic & Knuckles,GEN,1994.0,Platform,Sega,1.24,0.43,0.03,0.12,1.82,90.0
758,759,Namco Museum,PS2,2001.0,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,59.85
759,760,The Sims: Hot Date,PC,2001.0,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.81,85.54
760,761,DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,82.35
761,762,Guitar Hero: World Tour,PS3,2008.0,Misc,Activision,1.04,0.51,0.0,0.26,1.81,83.41
762,763,Crazy Taxi,DC,2000.0,Racing,Sega,1.1,0.51,0.12,0.08,1.81,90.27
763,764,Virtua Fighter 4,PS2,2002.0,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,91.33
764,765,LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,LucasArts,0.88,0.64,0.0,0.2899999999999999,1.81,83.0
765,766,Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios,0.74,0.85,0.02,0.2,1.81,71.0
766,767,Sly 2: Band of Thieves,PS2,2004.0,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,89.0
767,768,Sonic Advance 2,GBA,2002.0,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83.0
768,769,NFL GameDay 2000,PS,1999.0,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,78.0
769,770,Dead Island,PS3,2011.0,Action,Deep Silver,0.83,0.57,0.14,0.26,1.8,71.78
770,771,Borderlands,PS3,2009.0,Shooter,Take-Two Interactive,1.06,0.49,0.0,0.25,1.8,83.98
771,772,The Lion King,SNES,1994.0,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,73.75
772,773,Midnight Club II,PS2,2003.0,Racing,Take-Two Interactive,1.25,0.2899999999999999,0.0,0.24,1.78,85.85
773,774,Rayman Raving Rabbids 2,Wii,2007.0,Misc,Ubisoft,0.8,0.79,0.0,0.19,1.78,77.0
774,775,SpongeBob SquarePants: SuperSponge,PS,2001.0,Action,THQ,1.12,0.5799999999999998,0.0,0.08,1.78,63.0
775,776,Madden NFL 07,X360,2006.0,Sports,Electronic Arts,1.64,0.0,0.01,0.13,1.78,81.9
776,777,The Getaway: Black Monday,PS2,2004.0,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,73.0
777,778,Need for Speed: The Run,PS3,2011.0,Racing,Electronic Arts,0.49,0.91,0.03,0.34,1.78,72.0
778,779,50 Cent: Bulletproof,PS2,2005.0,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47.38
779,780,Final Fantasy II,SNES,1991.0,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,90.0
780,781,Kirby 64: The Crystal Shards,N64,2000.0,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,74.48999999999998
781,782,Dead or Alive 3,XB,2001.0,Fighting,Microsoft Game Studios,1.19,0.2899999999999999,0.24,0.06,1.77,86.18
782,783,Phineas and Ferb,DS,2009.0,Action,Disney Interactive Studios,1.25,0.35,0.0,0.16,1.76,71.0
783,784,Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,83.0
784,785,WWF Attitude,PS,1998.0,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,76.0
785,786,The SpongeBob SquarePants Movie,PS2,2004.0,Platform,THQ,1.06,0.54,0.0,0.16,1.76,71.89
786,787,Golden Sun,GBA,2001.0,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,89.1
787,788,Kid Icarus,NES,1986.0,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,80.0
788,789,Sonic the Hedgehog 3,GEN,1994.0,Platform,Sega,1.02,0.47,0.2,0.07,1.76,90.0
789,790,Def Jam: Fight for NY,PS2,2004.0,Action,Electronic Arts,0.86,0.67,0.0,0.22,1.76,84.55
790,791,Tom Clancy's Ghost Recon,XB,2002.0,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,85.31
791,792,State of Emergency,PS2,2002.0,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,70.0
792,793,The Urbz: Sims in the City,PS2,2004.0,Simulation,Electronic Arts,0.52,0.95,0.0,0.2899999999999999,1.76,70.6
793,794,Burnout Paradise,PS3,2008.0,Racing,Electronic Arts,0.95,0.52,0.02,0.26,1.76,87.78
794,795,Star Wars: Starfighter,PS2,2001.0,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,78.0
795,796,Madden NFL 2000,PS,1998.0,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,83.0
796,797,Star Wars Battlefront,XB,2004.0,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,86.0
797,798,Pro Evolution Soccer,PS2,2001.0,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,85.0
798,799,Star Wars: The Force Unleashed,Wii,2008.0,Action,LucasArts,1.05,0.52,0.0,0.18,1.75,80.0
799,800,Kirby's Adventure,NES,1993.0,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,86.0
800,801,Disney's Aladdin,SNES,1993.0,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,81.0
801,802,GoldenEye 007 (2010),Wii,2010.0,Action,Activision,0.8,0.65,0.13,0.17,1.74,83.67
802,803,Star Wars Episode I: The Phantom Menace,PS,1999.0,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,67.0
803,804,Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83.87
804,805,Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.22,0.01,1.49,0.02,1.74,76.52
805,806,Madden NFL 99,PS,1998.0,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74,77.0
806,807,SSX Tricky,PS2,2001.0,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,92.54
807,808,Twisted Metal III,PS,1998.0,Action,989 Studios,1.48,0.2,0.0,0.05,1.73,48.97
808,809,Nintendo Land,WiiU,2012.0,Action,Nintendo,0.91,0.39,0.3,0.14,1.73,78.0
809,810,Harry Potter and the Sorcerer's Stone,GB,2001.0,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,72.0
810,811,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003.0,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72,87.0
811,812,Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,Activision,0.61,0.89,0.0,0.22,1.72,85.0
812,813,Need for Speed: Most Wanted - A Criterion Game,PS3,2012.0,Racing,Electronic Arts,0.45,0.89,0.04,0.33,1.72,76.0
813,814,Madden NFL 2005,XB,2004.0,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,86.0
814,815,Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,Square Enix,0.8,0.21,0.55,0.15,1.72,87.0
815,816,NBA 2K11,PS3,2010.0,Sports,Take-Two Interactive,1.34,0.18,0.03,0.17,1.72,87.0
816,817,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,Activision,0.99,0.64,0.0,0.08,1.71,79.0
817,818,Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,Sony Computer Entertainment,0.88,0.34,0.32,0.18,1.71,84.9
818,819,Need for Speed Underground,XB,2003.0,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,82.0
819,820,Tetris Worlds,GBA,2001.0,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71,57.0
820,821,FIFA Soccer 08,PS3,2007.0,Sports,Electronic Arts,0.35,1.04,0.02,0.31,1.71,82.0
821,822,The Orange Box,X360,2007.0,Shooter,Electronic Arts,1.04,0.48,0.02,0.17,1.71,96.36
822,823,The Sims 2: University,PC,2005.0,Simulation,Electronic Arts,1.68,0.02,0.0,0.0,1.7,81.11
823,824,UFC 2009 Undisputed,PS3,2009.0,Fighting,THQ,1.04,0.42,0.01,0.23,1.7,85.0
824,825,FIFA Soccer 10,PS2,2009.0,Sports,Electronic Arts,0.23,1.16,0.0,0.31,1.7,79.0
825,826,NBA 2K13,PS3,2012.0,Action,Take-Two Interactive,1.35,0.17,0.04,0.15,1.7,84.0
826,827,Super Puyo Puyo,SNES,1993.0,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7,94.0
827,828,Guild Wars 2,PC,2012.0,Role-Playing,NCSoft,0.78,0.69,0.0,0.23,1.7,90.02
828,829,NCAA Football 07,PS2,2006.0,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,89.0
829,830,SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,80.86
830,831,Jampack Winter '99,PS,1999.0,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69,75.0
831,832,WCW vs. nWo: World Tour,N64,1997.0,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,75.11
832,833,Crackdown,X360,2007.0,Shooter,Microsoft Game Studios,0.97,0.51,0.03,0.18,1.69,83.35
833,834,WCW/NWO Thunder,PS,1998.0,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,57.57
834,835,Harry Potter and the Sorcerer's Stone,GBA,2001.0,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,60.0
835,836,Dragon Ball Z: The Legacy of Goku,GBA,2002.0,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69,51.08
836,837,Ratchet & Clank Future: A Crack in Time,PS3,2009.0,Platform,Sony Computer Entertainment,0.97,0.45,0.03,0.23,1.69,90.0
837,838,Imagine: Teacher,DS,2008.0,Simulation,Ubisoft,0.68,0.81,0.0,0.19,1.69,50.0
838,839,Resident Evil 4,GC,2005.0,Action,Capcom,0.98,0.42,0.22,0.06,1.69,95.83
839,840,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006.0,Misc,Crave Entertainment,0.82,0.64,0.0,0.22,1.68,71.35
840,841,Demon's Souls,PS3,2009.0,Role-Playing,Namco Bandai Games,0.86,0.3,0.34,0.17,1.68,89.72
841,842,NFL GameDay 98,PS,1997.0,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68,76.0
842,843,Mortal Kombat vs DC Universe,PS3,2008.0,Fighting,Midway Games,1.26,0.24,0.0,0.18,1.68,78.0
843,844,Yoshi's Cookie,GB,1992.0,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,75.0
844,845,Time Crisis,PS,1997.0,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,85.5
845,846,Ben 10: Protector of Earth,DS,2007.0,Action,D3Publisher,0.68,0.81,0.0,0.19,1.68,61.75
846,847,The Sims: Superstar,PC,2003.0,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,76.98
847,848,Metroid Fusion,GBA,2002.0,Adventure,Nintendo,1.18,0.27,0.17,0.06,1.68,91.44
848,849,SSX 3,PS2,2003.0,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,92.28
849,850,Madden NFL 2001,PS,2000.0,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,82.0
850,851,Toy Story Mania!,Wii,2009.0,Misc,Disney Interactive Studios,0.89,0.61,0.0,0.17,1.67,55.36
851,852,Star Wars Battlefront II,XB,2005.0,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,89.0
852,853,"Monsters, Inc.",GBA,2001.0,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,46.0
853,854,Tony Hawk's Pro Skater 3,PS,2001.0,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87.0
854,855,Disney's DuckTales,NES,1989.0,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,82.0
855,856,PGR: Project Gotham Racing 2,XB,2003.0,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,88.0
856,857,Spy Hunter,PS2,2001.0,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,75.0
857,858,NCAA Football 2004,PS2,2003.0,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67,89.45
858,859,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,Platform,THQ,1.08,0.45,0.0,0.14,1.67,79.0
859,860,The Beatles: Rock Band,Wii,2009.0,Misc,MTV Games,1.14,0.37,0.0,0.15,1.66,85.0
860,861,Street Fighter II': Special Champion Edition,GEN,1992.0,Fighting,Sega,1.0,0.3,0.31,0.04,1.66,84.0
861,862,SSX,PS2,2000.0,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,92.17
862,863,NBA Ballers,PS2,2004.0,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66,83.0
863,864,NBA Live 2003,PS2,2002.0,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,82.84
864,865,Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,76.86
865,866,Street Fighter IV,X360,2009.0,Fighting,Capcom,1.03,0.41,0.05,0.16,1.65,84.0
866,867,Personal Trainer: Math,DS,2007.0,Puzzle,Nintendo,0.47,1.1,0.0,0.08,1.65,75.0
867,868,Mario Party 6,GC,2004.0,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,73.23
868,869,Super Scope 6,SNES,1991.0,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65,69.0
869,870,Metroid Prime 3: Corruption,Wii,2007.0,Shooter,Nintendo,0.87,0.54,0.07,0.16,1.64,90.23
870,871,Kirby & the Amazing Mirror,GBA,2004.0,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64,77.54
871,872,Tom Clancy's Rainbow Six,PS,1999.0,Shooter,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64,48.07
872,873,Ghosts 'n Goblins,NES,1986.0,Platform,Capcom,0.74,0.26,0.61,0.03,1.64,76.0
873,874,Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,87.9
874,875,NBA Live 06 (All region sales),PS2,2005.0,Sports,Electronic Arts,1.44,0.15,0.0,0.05,1.64,81.0
875,876,Prince of Persia: Warrior Within,PS2,2004.0,Adventure,Ubisoft,0.54,0.88,0.0,0.22,1.64,89.0
876,877,Big Beach Sports,Wii,2008.0,Sports,THQ,0.44,1.0,0.0,0.2,1.63,45.12
877,878,New Super Mario Bros. U,WiiU,2012.0,Action,Nintendo,0.73,0.31,0.49,0.11,1.63,84.68
878,879,ESPN NFL 2K5,XB,2004.0,Sports,Sega,1.54,0.02,0.0,0.07,1.63,90.52
879,880,Fight Night Round 3,PS3,2006.0,Fighting,Electronic Arts,0.8,0.57,0.01,0.26,1.63,81.73
880,881,Pikmin,GC,2001.0,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,85.0
881,882,Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63,90.11
882,883,We Ski,Wii,2008.0,Sports,Namco Bandai Games,0.95,0.38,0.14,0.15,1.63,68.3
883,884,Portal 2,X360,2011.0,Shooter,Valve Software,1.08,0.38,0.01,0.15,1.63,91.0
884,885,Ape Escape,PS,1999.0,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,90.44
885,886,NCAA Football 2005,PS2,2004.0,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62,89.45
886,887,Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,Ubisoft,0.92,0.55,0.0,0.16,1.62,77.61
887,888,Tony Hawk's American Wasteland (Old all region sales),PS2,2005.0,Sports,Activision,0.8,0.63,0.01,0.19,1.62,84.0
888,889,Kirby Air Ride,GC,2003.0,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,65.58
889,890,Star Wars Battlefront: Renegade Squadron,PSP,2007.0,Shooter,LucasArts,0.88,0.44,0.0,0.31,1.62,83.0
890,891,Sled Storm,PS,1998.0,Racing,Electronic Arts,0.9,0.61,0.0,0.11,1.62,81.0
891,892,NFL Street 2,PS2,2004.0,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61,85.0
892,893,Dragon Quest VI: Realms of Revelation,DS,2010.0,Role-Playing,Nintendo,0.17,0.06,1.35,0.02,1.61,83.0
893,894,Yu-Gi-Oh! Duel Monsters,GB,1998.0,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,82.0
894,895,Super Mario Strikers,GC,2005.0,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,84.0
895,896,Buzz! The Music Quiz,PS2,2005.0,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,65.0
896,897,Midnight Club 3: DUB Edition (America/Others Sales),PS2,2005.0,Racing,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6,86.21
897,898,F-1 World Grand Prix,N64,1998.0,Racing,Video System,0.46,0.96,0.09,0.08,1.6,75.39
898,899,Silent Hill,PS,1999.0,Adventure,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,89.0
899,900,Sonic Heroes,GC,2003.0,Platform,Sega,1.05,0.44,0.06,0.04,1.6,74.68
900,901,Saints Row 2,PS3,2008.0,Action,THQ,0.85,0.49,0.02,0.24,1.6,85.0
901,902,ESPN NBA 2K5,PS2,2004.0,Sports,Global Star,1.26,0.12,0.0,0.21,1.59,82.19
902,903,Grand Theft Auto: Episodes from Liberty City,PS3,2010.0,Adventure,Take-Two Interactive,0.44,0.75,0.13,0.27,1.59,89.16
903,904,The Legend of Zelda: Twilight Princess,GC,2006.0,Adventure,Nintendo,1.15,0.36,0.04,0.04,1.59,95.0
904,905,Army of Two,X360,2008.0,Shooter,Electronic Arts,1.06,0.36,0.02,0.15,1.59,74.56
905,906,The Sims 3: Pets,PC,2011.0,Simulation,Electronic Arts,0.48,0.86,0.0,0.25,1.59,78.5
906,907,Soul Blade,PS,1996.0,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,86.0
907,908,Dragon Quest IV: Chapters of the Chosen,DS,2007.0,Role-Playing,Square Enix,0.2899999999999999,0.01,1.27,0.03,1.59,79.88
908,909,NASCAR 2000,PS,1999.0,Racing,Electronic Arts,0.88,0.6,0.0,0.1,1.59,72.0
909,910,MySims,Wii,2007.0,Simulation,Electronic Arts,0.88,0.5,0.04,0.16,1.58,85.0
910,911,Need for Speed Carbon,X360,2006.0,Racing,Electronic Arts,0.73,0.66,0.02,0.17,1.58,81.0
911,912,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,Action,LucasArts,1.17,0.27,0.0,0.14,1.58,68.0
912,913,Jampack Summer 2K,PS,2000.0,Misc,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58,66.0
913,914,Spyro 2: Season of Flame,GBA,2002.0,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58,79.0
914,915,Pro Evolution Soccer 2008,PS3,2007.0,Sports,Konami Digital Entertainment,0.04,1.09,0.32,0.13,1.58,71.0
915,916,Heavenly Sword,PS3,2007.0,Action,Sony Computer Entertainment,0.55,0.69,0.06,0.28,1.57,80.45
916,917,Pro Evolution Soccer 2010,PS2,2009.0,Sports,Konami Digital Entertainment,0.1,1.07,0.12,0.28,1.57,82.0
917,918,NCAA Football 2002,PS2,2001.0,Sports,Electronic Arts,0.77,0.6,0.0,0.2,1.57,84.0
918,919,Mario Hoops 3 on 3,DS,2006.0,Sports,Nintendo,0.97,0.02,0.49,0.09,1.57,80.0
919,920,Viva Pinata,X360,2006.0,Simulation,Microsoft Game Studios,0.43,0.92,0.02,0.19,1.57,85.37
920,921,Conflict: Desert Storm,PS2,2002.0,Shooter,Capcom,0.98,0.53,0.0,0.06,1.57,69.52
921,922,Mario Party 7,GC,2005.0,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,65.39
922,923,Mortal Kombat,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.19,0.24,0.0,0.14,1.57,90.0
923,924,Just Cause 2,PS3,2010.0,Action,Square Enix,0.38,0.84,0.06,0.2899999999999999,1.57,83.55
924,925,Smuggler's Run,PS2,2000.0,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,76.0
925,926,Fight Night Round 3,PS2,2006.0,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56,83.61
926,927,Donkey Kong Classics,NES,1988.0,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56,81.0
927,928,Twisted Metal,PS,1995.0,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,66.88
928,929,Final Fight,SNES,1990.0,Action,Capcom,0.67,0.17,0.69,0.03,1.56,76.0
929,930,Pokemon Pinball: Ruby & Sapphire,GBA,2003.0,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56,79.0
930,931,Stuntman,PS2,2002.0,Racing,Atari,0.76,0.59,0.0,0.2,1.55,77.0
931,932,Skate 3,X360,2010.0,Sports,Electronic Arts,0.85,0.54,0.0,0.16,1.55,83.0
932,933,Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55,87.96
933,934,Mortal Kombat vs DC Universe,X360,2008.0,Fighting,Midway Games,1.21,0.21,0.0,0.13,1.55,76.0
934,935,Spider-Man 2: Enter: Electro,PS,2001.0,Action,Activision,0.57,0.87,0.02,0.09,1.55,80.0
935,936,007: The World is not Enough,N64,2000.0,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55,67.78
936,937,Rock Band,PS3,,Misc,Electronic Arts,0.96,0.39,0.0,0.21,1.55,91.23
937,938,Hannah Montana: Music Jam,DS,2007.0,Action,Disney Interactive Studios,1.04,0.36,0.0,0.14,1.55,51.0
