productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Broccoli Bunches,2013/3/31,0.82,2.22,1.84,1.19,1.66,1.1067
Strawberries,2013/3/31,0.81,2.49,2.49,2.12,2.62,2.0
Broccoli Crowns,2013/3/31,0.84,1.89,1.65,1.57,1.99,1.1131
Carrots,2013/3/31,0.31,0.89,0.92,0.82,1.37,2.2258
Cauliflower,2013/3/31,1.55,2.64,3.37,2.58,3.87,1.0097
Celery,2013/3/31,0.37,1.53,1.64,1.69,2.12,3.7162
Green Leaf Lettuce,2013/3/31,0.27,1.93,1.63,1.49,1.96,5.4907
Iceberg Lettuce,2013/3/31,0.31,1.71,1.59,1.49,2.49,4.871
Oranges,2013/3/31,0.34,1.14,1.21,1.02,1.74,2.7574
Potatoes,2013/3/31,0.65,5.01,3.17,3.37,4.99,5.3614999999999995
Asparagus,2013/3/31,1.06,2.86,2.57,1.99,2.37,1.3090000000000002
Red Leaf Lettuce,2013/3/31,0.27,2.0,1.84,1.49,2.13,5.9074
Carrots,2013/3/24,0.31,0.89,0.92,0.87,1.32,2.2258
Cauliflower,2013/3/24,1.22,2.64,2.6,2.93,3.82,1.4569999999999999
Celery,2013/3/24,0.48,1.39,1.76,1.52,2.24,2.5989999999999998
Green Leaf Lettuce,2013/3/24,0.3,1.99,1.76,1.49,1.96,5.0
Iceberg Lettuce,2013/3/24,0.5,2.14,1.73,1.59,2.62,3.04
Oranges,2013/3/24,0.34,1.02,1.26,1.07,1.74,2.7426
Potatoes,2013/3/24,0.65,4.59,3.41,3.49,4.99,5.338500000000001
Red Leaf Lettuce,2013/3/24,0.29,2.0,1.97,1.49,2.13,5.5431
Avocados,2013/3/24,0.67,1.17,1.23,1.16,1.56,0.9104000000000001
Romaine Lettuce,2013/3/24,0.42,2.3,2.36,1.69,3.11,4.631
Broccoli Bunches,2013/3/24,0.51,2.54,1.99,1.24,1.83,2.7255000000000003
Strawberries,2013/3/24,1.0,2.37,2.37,2.37,2.37,1.37
Broccoli Crowns,2013/3/24,0.51,1.81,1.32,1.64,2.12,2.3775
Green Leaf Lettuce,2013/3/17,0.37,2.49,1.63,1.57,1.86,4.1014
Iceberg Lettuce,2013/3/17,1.37,1.76,1.72,1.59,2.49,0.3796
Oranges,2013/3/17,0.33,1.14,1.33,0.99,1.7,2.9091000000000005
Potatoes,2013/3/17,0.8,3.92,3.85,3.49,4.99,4.0781
Red Leaf Lettuce,2013/3/17,0.34,2.09,1.84,1.57,2.02,4.5294
Avocados,2013/3/17,0.68,1.17,1.2,0.92,1.48,0.7537
Romaine Lettuce,2013/3/17,0.98,2.55,2.61,1.69,3.11,1.5408000000000002
Broccoli Bunches,2013/3/17,0.45,2.79,2.34,1.29,2.49,3.95
Strawberries,2013/3/17,1.5,2.46,3.16,3.37,3.24,1.0383
Broccoli Crowns,2013/3/17,0.35,1.86,1.57,1.54,1.99,3.9714
Carrots,2013/3/17,0.31,0.91,0.92,0.87,1.32,2.2419000000000002
Cauliflower,2013/3/17,1.02,3.03,3.36,3.28,3.49,2.2255000000000003
Celery,2013/3/17,0.7,1.6,1.64,1.74,2.24,1.5786000000000002
Oranges,2013/3/10,0.32,1.02,1.54,1.14,1.85,3.3358999999999996
Potatoes,2013/3/10,0.8,3.82,3.65,3.49,5.49,4.1406
Red Leaf Lettuce,2013/3/10,0.36,1.84,1.97,1.62,2.13,4.25
Avocados,2013/3/10,0.62,1.12,0.92,0.97,1.4,0.7782
Romaine Lettuce,2013/3/10,1.48,2.55,2.61,1.82,2.8,0.652
Broccoli Bunches,2013/3/10,0.51,2.78,2.14,1.24,2.66,3.3235
Strawberries,2013/3/10,1.69,2.26,3.16,3.0,3.12,0.7071
Broccoli Crowns,2013/3/10,0.42,1.91,1.67,1.69,1.88,3.2560000000000002
Carrots,2013/3/10,0.31,0.92,0.92,0.87,1.32,2.25
Cauliflower,2013/3/10,0.94,3.09,3.12,2.78,3.74,2.3856
Celery,2013/3/10,0.81,1.58,1.61,1.67,2.24,1.1914
Green Leaf Lettuce,2013/3/10,0.44,1.99,1.76,1.62,1.96,3.1648
Iceberg Lettuce,2013/3/10,1.32,1.77,1.68,1.52,1.99,0.3182
Red Leaf Lettuce,2013/3/3,0.37,2.06,1.98,1.62,3.05,4.8851
Romaine Lettuce,2013/3/3,1.16,2.61,2.58,1.82,3.05,1.1681000000000001
Broccoli Bunches,2013/3/3,0.64,2.63,2.14,1.37,2.66,2.4375
Strawberries,2013/3/3,1.69,2.26,2.31,2.62,2.74,0.46890000000000004
Broccoli Crowns,2013/3/3,0.59,1.72,1.65,1.67,2.29,2.1059
Carrots,2013/3/3,0.31,0.89,0.92,0.87,1.16,2.0968
Cauliflower,2013/3/3,0.96,2.72,3.48,2.58,3.99,2.3255000000000003
Celery,2013/3/3,0.72,1.61,1.86,1.69,2.62,1.7013999999999998
Green Leaf Lettuce,2013/3/3,0.35,1.99,1.78,1.62,1.96,4.25
Iceberg Lettuce,2013/3/3,0.69,1.62,1.68,1.39,1.74,1.3297
Oranges,2013/3/3,0.31,1.14,1.5,0.94,1.59,3.1694
Potatoes,2013/3/3,0.8,4.15,3.65,3.24,4.49,3.8531
Strawberries,2013/2/24,1.66,2.26,2.74,3.37,2.74,0.6731999999999999
Romaine Lettuce,2013/2/24,1.15,2.61,2.66,1.87,2.96,1.1957
Broccoli Bunches,2013/2/24,0.81,2.88,2.49,1.22,2.66,1.8549000000000002
Broccoli Crowns,2013/2/24,0.7,1.9,1.54,1.72,1.92,1.5286000000000002
Carrots,2013/2/24,0.31,0.89,0.92,0.87,1.32,2.2258
Cauliflower,2013/2/24,1.0,2.96,3.65,2.83,3.99,2.3575
Celery,2013/2/24,0.76,1.51,2.02,1.69,2.49,1.5362
Green Leaf Lettuce,2013/2/24,0.4,1.99,1.88,1.64,2.07,3.7375000000000003
Iceberg Lettuce,2013/2/24,0.68,1.64,1.82,1.39,1.62,1.3787
Oranges,2013/2/24,0.29,1.33,1.43,1.07,1.7,3.7672000000000003
Potatoes,2013/2/24,0.85,4.15,3.43,3.24,4.49,3.5029000000000003
Red Leaf Lettuce,2013/2/24,0.37,2.06,2.07,1.64,2.24,4.4122
Broccoli Crowns,2013/2/17,0.71,1.74,1.94,1.67,2.12,1.6303
Carrots,2013/2/17,0.29,0.89,0.92,0.82,1.37,2.4483
Cauliflower,2013/2/17,1.15,3.09,3.4,2.73,3.74,1.8174000000000001
Celery,2013/2/17,1.03,1.74,2.09,1.69,2.49,0.9442
Green Leaf Lettuce,2013/2/17,0.38,2.19,1.88,1.77,2.27,4.335500000000001
Iceberg Lettuce,2013/2/17,0.55,1.65,1.82,1.52,1.92,2.1409000000000002
Oranges,2013/2/17,0.28,1.12,1.3,0.94,1.72,3.5357
Potatoes,2013/2/17,0.85,5.15,4.04,3.42,3.99,3.8824
Red Leaf Lettuce,2013/2/17,0.37,2.26,2.05,1.77,2.47,4.777
Romaine Lettuce,2013/2/17,0.94,2.36,2.49,1.87,3.11,1.6144
Broccoli Bunches,2013/2/17,0.83,2.77,2.49,1.44,2.49,1.7681
Strawberries,2013/2/17,1.63,2.34,2.83,2.87,3.24,0.7301000000000001
Cauliflower,2013/2/10,0.87,3.06,3.24,3.03,3.99,2.8276
Celery,2013/2/10,1.35,1.74,1.87,1.69,2.57,0.45740000000000003
Green Leaf Lettuce,2013/2/10,0.48,2.16,1.86,1.84,2.27,3.2344
Iceberg Lettuce,2013/2/10,0.36,1.83,1.89,1.57,2.24,4.2292000000000005
Oranges,2013/2/10,0.28,1.21,1.37,0.94,1.59,3.5625
Potatoes,2013/2/10,0.85,4.59,3.85,3.42,0.0,2.4882
Red Leaf Lettuce,2013/2/10,0.47,2.19,1.89,1.84,2.47,3.4627999999999997
Romaine Lettuce,2013/2/10,1.05,2.74,2.86,1.94,3.11,1.5357
Broccoli Bunches,2013/2/10,0.5,2.64,1.99,1.47,2.99,3.545
Strawberries,2013/2/10,1.5,2.34,2.38,3.16,2.24,0.6867
Broccoli Crowns,2013/2/10,0.41,2.31,1.74,2.04,2.29,4.1098
Carrots,2013/2/10,0.29,0.89,0.92,0.82,1.32,2.4052000000000002
Celery,2013/2/3,1.43,1.64,1.84,1.69,2.37,0.3182
Green Leaf Lettuce,2013/2/3,0.77,2.09,1.76,1.84,2.38,1.6200999999999999
Iceberg Lettuce,2013/2/3,0.68,1.7,1.77,1.62,2.24,1.6949
Oranges,2013/2/3,0.28,1.4,1.38,1.14,1.59,3.9196
Potatoes,2013/2/3,0.85,4.57,4.04,3.42,0.0,2.5382
Red Leaf Lettuce,2013/2/3,0.81,2.16,1.97,1.84,2.58,1.6388999999999998
Romaine Lettuce,2013/2/3,1.37,2.64,2.31,1.94,3.11,0.8248000000000001
Broccoli Bunches,2013/2/3,0.49,2.89,2.49,1.52,2.49,3.7908
Strawberries,2013/2/3,1.5,2.49,2.55,2.62,2.49,0.6917
Broccoli Crowns,2013/2/3,0.39,2.31,2.08,2.04,2.29,4.589700000000001
Carrots,2013/2/3,0.29,0.89,0.89,0.87,1.32,2.4224
Cauliflower,2013/2/3,0.7,3.64,3.69,3.88,3.99,4.4286
Green Leaf Lettuce,2013/1/27,0.95,2.09,1.48,1.64,1.96,0.8868
Iceberg Lettuce,2013/1/27,1.12,1.5,1.52,1.44,2.12,0.46880000000000005
Oranges,2013/1/27,0.28,1.26,1.25,1.07,1.44,3.4821
Potatoes,2013/1/27,0.8,5.09,4.03,3.54,0.0,2.9563
Red Leaf Lettuce,2013/1/27,0.98,2.19,1.68,1.64,2.47,1.0356999999999998
Romaine Lettuce,2013/1/27,1.44,2.4,1.98,1.64,3.27,0.6128
Broccoli Bunches,2013/1/27,0.78,2.76,2.74,1.39,2.66,2.0609
Strawberries,2013/1/27,1.38,2.87,2.91,1.97,2.75,0.9022
Broccoli Crowns,2013/1/27,0.63,2.19,2.31,1.84,2.49,2.504
Carrots,2013/1/27,0.29,0.89,0.94,1.19,1.49,2.8879
Cauliflower,2013/1/27,0.88,3.41,3.46,3.68,3.37,2.9545
Celery,2013/1/27,1.43,1.61,1.74,1.69,2.12,0.25170000000000003
Oranges,2013/1/20,0.29,1.26,1.12,0.89,1.47,3.0862000000000003
Potatoes,2013/1/20,0.9,5.09,4.03,3.42,0.0,2.4833000000000003
Red Leaf Lettuce,2013/1/20,1.01,2.16,2.03,1.64,2.47,1.0545
Romaine Lettuce,2013/1/20,1.26,2.45,2.41,1.72,3.27,0.9544
Broccoli Bunches,2013/1/20,1.76,2.89,2.74,1.52,2.66,0.3935
Strawberries,2013/1/20,0.94,2.87,2.13,2.99,2.75,1.8563999999999998
Broccoli Crowns,2013/1/20,1.38,2.19,2.08,1.97,2.49,0.5815
Carrots,2013/1/20,0.29,0.89,0.86,1.12,1.49,2.7586000000000004
Cauliflower,2013/1/20,1.97,3.76,4.06,3.88,3.37,0.9124
Celery,2013/1/20,1.09,1.64,1.84,1.62,2.24,0.6835
Green Leaf Lettuce,2013/1/20,0.95,2.16,1.82,1.64,2.27,1.0763
Iceberg Lettuce,2013/1/20,0.99,1.58,1.77,1.44,2.37,0.8081
Potatoes,2013/1/13,0.9,6.14,3.65,3.59,3.99,3.825
Red Leaf Lettuce,2013/1/13,1.11,2.01,1.63,1.57,2.35,0.7027
Romaine Lettuce,2013/1/13,1.31,2.2,1.98,1.57,2.89,0.6489
Broccoli Bunches,2013/1/13,2.06,2.16,2.19,1.49,2.74,0.041299999999999996
Strawberries,2013/1/13,1.5,2.88,2.5,2.99,3.37,0.9567
Broccoli Crowns,2013/1/13,1.5,1.89,1.6,2.02,2.17,0.28
Carrots,2013/1/13,0.27,0.89,0.89,0.94,1.32,2.7407
Cauliflower,2013/1/13,2.21,2.7,3.46,3.48,3.37,0.4717
Celery,2013/1/13,0.97,1.53,1.71,1.77,2.32,0.8892
Green Leaf Lettuce,2013/1/13,1.1,1.91,1.48,1.57,2.17,0.6204999999999999
Iceberg Lettuce,2013/1/13,0.93,1.37,1.42,1.37,1.82,0.6075
Oranges,2013/1/13,0.26,1.26,1.38,1.07,2.05,4.5385
Red Leaf Lettuce,2013/1/6,0.9,2.02,1.68,1.37,1.9,0.9361
Romaine Lettuce,2013/1/6,1.02,2.07,1.98,1.37,2.58,0.9608
Broccoli Bunches,2013/1/6,1.49,2.4,2.19,1.19,2.49,0.3876
Strawberries,2013/1/6,1.75,2.96,2.57,3.0,3.62,0.7356999999999999
Broccoli Crowns,2013/1/6,1.23,1.41,1.69,1.52,1.87,0.3191
Carrots,2013/1/6,0.27,0.89,0.94,0.92,1.37,2.8148000000000004
Cauliflower,2013/1/6,1.56,2.9,3.38,2.78,3.37,0.9920000000000001
Celery,2013/1/6,0.67,1.84,1.74,1.69,2.12,1.7575
Green Leaf Lettuce,2013/1/6,0.9,1.74,1.48,1.37,1.76,0.7639
Iceberg Lettuce,2013/1/6,0.82,1.32,1.37,1.17,1.62,0.6707
Oranges,2013/1/6,0.32,1.26,1.25,1.07,1.93,3.3047000000000004
Potatoes,2013/1/6,0.9,4.49,4.03,3.54,0.0,2.35
Strawberries,2012/12/30,2.13,3.21,3.44,3.62,3.74,0.6444
Iceberg Lettuce,2012/12/30,0.39,1.37,1.22,1.17,1.74,2.5256000000000003
Oranges,2012/12/30,0.34,1.33,1.33,1.07,2.05,3.25
Potatoes,2012/12/30,0.95,5.59,4.07,3.42,0.0,2.4421
Red Leaf Lettuce,2012/12/30,0.42,1.99,1.68,1.27,1.95,3.1012
Romaine Lettuce,2012/12/30,0.51,2.05,1.98,1.27,2.58,2.8627
Broccoli Bunches,2012/12/30,0.87,2.65,2.19,1.02,2.32,1.3506
Broccoli Crowns,2012/12/30,0.8,1.41,1.69,1.49,1.79,0.9938
Carrots,2012/12/30,0.27,0.89,1.07,0.84,1.32,2.8148000000000004
Cauliflower,2012/12/30,0.78,2.95,3.33,2.53,3.37,2.9038
Celery,2012/12/30,0.57,1.45,1.71,1.52,2.24,2.0351
Green Leaf Lettuce,2012/12/30,0.41,1.74,1.48,1.27,1.8,2.8354000000000004
Broccoli Crowns,2012/12/23,0.55,1.59,1.54,1.54,1.62,1.8591
Carrots,2012/12/23,0.27,0.89,0.89,0.84,1.32,2.6481
Cauliflower,2012/12/23,0.82,2.74,2.9,3.53,3.74,2.9360000000000004
Celery,2012/12/23,0.57,1.46,1.66,1.64,2.12,2.0175
Green Leaf Lettuce,2012/12/23,0.29,1.74,1.48,1.27,1.86,4.4741
Iceberg Lettuce,2012/12/23,0.24,1.37,1.17,1.17,1.87,4.8125
Oranges,2012/12/23,0.34,1.4,1.33,0.82,1.7,2.8602999999999996
Potatoes,2012/12/23,1.0,4.24,4.07,3.39,4.66,3.09
Red Leaf Lettuce,2012/12/23,0.29,1.99,1.68,1.27,2.02,5.0
Romaine Lettuce,2012/12/23,0.29,2.05,2.03,1.27,2.49,5.7586
Broccoli Bunches,2012/12/23,0.66,2.46,2.12,1.06,1.95,1.875
Strawberries,2012/12/23,2.63,3.66,3.44,4.12,5.24,0.5646
Cauliflower,2012/12/16,0.9,2.71,2.36,2.43,3.62,2.0888999999999998
Celery,2012/12/16,0.55,1.29,1.52,1.67,2.19,2.0318
Green Leaf Lettuce,2012/12/16,0.29,1.74,1.45,1.47,1.86,4.6207
Iceberg Lettuce,2012/12/16,0.24,1.37,1.29,1.24,1.87,5.010400000000001
Oranges,2012/12/16,0.34,1.36,1.2,0.9,1.81,2.875
Potatoes,2012/12/16,1.0,4.82,3.99,3.42,0.0,2.0575
Red Leaf Lettuce,2012/12/16,0.28,1.82,1.65,1.47,1.97,5.169600000000001
Romaine Lettuce,2012/12/16,0.3,1.89,1.96,1.47,2.43,5.4583
Broccoli Bunches,2012/12/16,0.51,2.41,1.39,1.17,2.16,2.4951
Strawberries,2012/12/16,2.88,3.74,3.43,3.99,5.24,0.4236
Broccoli Crowns,2012/12/16,0.43,1.28,1.54,1.64,1.74,2.6047000000000002
Carrots,2012/12/16,0.27,0.86,0.81,0.92,1.32,2.6204
Flame Grapes,2012/12/9,1.22,2.49,2.82,3.54,2.99,1.4262000000000001
Green Leaf Lettuce,2012/12/9,0.27,1.72,1.58,1.27,1.86,4.9537
Iceberg Lettuce,2012/12/9,0.24,1.33,1.24,1.24,1.92,4.9688
Oranges,2012/12/9,0.37,1.33,1.16,1.06,1.7,2.5473
Potatoes,2012/12/9,1.0,3.78,4.24,3.54,0.0,1.8900000000000001
Red Leaf Lettuce,2012/12/9,0.26,1.89,1.72,1.27,2.02,5.634600000000001
Broccoli Bunches,2012/12/9,0.43,2.51,2.12,1.14,1.83,3.4186
Romaine Lettuce,2012/12/9,0.28,2.05,2.1,1.27,2.49,6.0625
Broccoli Crowns,2012/12/9,0.32,1.78,1.61,1.54,1.74,4.2109
Strawberries,2012/12/9,2.88,4.09,3.92,3.99,5.49,0.5182
Carrots,2012/12/9,0.27,0.86,0.89,0.92,1.32,2.6944
Cauliflower,2012/12/9,0.77,2.95,3.2,3.03,3.37,3.0747000000000004
Celery,2012/12/9,0.57,1.31,1.71,1.52,2.12,1.9211000000000003
Iceberg Lettuce,2012/12/2,0.26,1.36,1.49,1.29,1.92,4.8269
Oranges,2012/12/2,0.39,1.52,1.29,0.94,2.04,2.7115
Potatoes,2012/12/2,0.95,3.82,4.24,3.42,5.99,3.5974000000000004
Red Leaf Lettuce,2012/12/2,0.28,1.81,1.68,1.32,2.02,5.0982
Broccoli Bunches,2012/12/2,0.41,2.6,2.12,1.14,2.37,4.0183
Romaine Lettuce,2012/12/2,0.3,2.08,2.05,1.32,2.43,5.5667
Broccoli Crowns,2012/12/2,0.33,1.8,1.66,1.54,1.87,4.2045
Strawberries,2012/12/2,2.81,3.74,3.66,3.74,5.32,0.4644
Carrots,2012/12/2,0.27,0.91,0.82,0.84,1.32,2.6019
Cauliflower,2012/12/2,0.94,2.78,3.31,2.28,3.24,2.0878
Celery,2012/12/2,0.57,1.21,1.54,1.49,2.19,1.8202
Flame Grapes,2012/12/2,1.19,2.99,2.44,3.17,3.49,1.5399
Green Leaf Lettuce,2012/12/2,0.28,1.74,1.48,1.32,1.86,4.714300000000001
Broccoli Bunches,2012/11/25,0.53,2.48,2.07,1.14,2.49,2.8585000000000003
Romaine Lettuce,2012/11/25,0.38,2.08,1.97,1.19,2.49,4.085500000000001
Broccoli Crowns,2012/11/25,0.41,1.81,1.82,1.59,1.84,3.3049
Strawberries,2012/11/25,2.5,4.24,3.57,3.99,5.24,0.7040000000000001
Carrots,2012/11/25,0.27,0.91,0.84,0.92,1.32,2.6944
Tomatoes,2012/11/25,0.7,2.07,2.17,1.99,2.24,2.025
Cauliflower,2012/11/25,1.32,2.83,3.31,2.98,3.32,1.3561
Celery,2012/11/25,0.5,1.32,1.33,1.59,2.12,2.18
Flame Grapes,2012/11/25,1.19,2.54,2.62,2.79,3.12,1.3256000000000001
Green Leaf Lettuce,2012/11/25,0.34,1.82,1.5,1.19,1.86,3.6838
Iceberg Lettuce,2012/11/25,0.44,1.19,1.24,1.17,1.92,2.1364
Oranges,2012/11/25,0.39,1.5,1.64,0.99,1.82,2.8141000000000003
Potatoes,2012/11/25,0.95,4.86,3.99,3.54,4.99,3.5737
Red Leaf Lettuce,2012/11/25,0.32,1.86,1.56,1.26,2.02,4.2344
Cauliflower,2012/11/18,1.39,2.59,2.25,2.33,3.49,0.9173
Celery,2012/11/18,0.51,0.93,1.09,1.24,2.09,1.6225
Flame Grapes,2012/11/18,1.19,2.24,2.62,2.92,3.12,1.2899
Green Leaf Lettuce,2012/11/18,0.33,1.79,1.44,1.19,1.86,3.7576
Iceberg Lettuce,2012/11/18,0.53,1.32,1.29,1.17,1.92,1.6887
Oranges,2012/11/18,0.45,1.52,1.77,1.19,1.9,2.5444
Potatoes,2012/11/18,0.9,4.15,3.24,2.49,0.0,1.7444
Red Leaf Lettuce,2012/11/18,0.32,1.89,1.63,1.19,2.02,4.2578
Broccoli Bunches,2012/11/18,0.68,2.29,1.4,1.19,2.33,1.6507
Romaine Lettuce,2012/11/18,0.39,2.05,2.0,1.19,2.43,3.9167
Broccoli Crowns,2012/11/18,0.53,1.48,1.49,1.42,1.87,1.9528
Strawberries,2012/11/18,2.38,3.29,3.09,3.74,5.66,0.6576000000000001
Carrots,2012/11/18,0.27,0.91,0.84,0.92,1.32,2.6944
Tomatoes,2012/11/18,0.7,2.14,2.04,0.0,2.24,1.2929
Iceberg Lettuce,2012/11/11,0.45,1.33,1.24,1.17,1.74,2.0444
Oranges,2012/11/11,0.47,1.45,1.55,0.92,2.05,2.1755
Broccoli Bunches,2012/11/11,0.68,2.6,1.0,1.14,2.37,1.614
Potatoes,2012/11/11,0.9,4.19,3.74,2.17,0.0,1.8056
Broccoli Crowns,2012/11/11,0.52,1.56,1.49,1.42,1.99,2.1058000000000003
Red Leaf Lettuce,2012/11/11,0.3,1.82,1.56,1.19,2.02,4.491700000000001
Cantaloupe,2012/11/11,1.08,3.09,2.99,3.1,3.74,1.9907
Romaine Lettuce,2012/11/11,0.41,1.89,1.85,1.19,2.64,3.6159
Carrots,2012/11/11,0.26,0.91,0.84,0.92,1.22,2.7404
Strawberries,2012/11/11,2.08,3.11,3.26,3.32,4.74,0.7343999999999999
Cauliflower,2012/11/11,1.21,2.83,2.3,2.33,3.24,1.2106999999999999
Tomatoes,2012/11/11,0.65,1.74,2.32,1.99,2.24,2.1885
Celery,2012/11/11,0.56,1.41,1.32,1.09,1.91,1.558
Flame Grapes,2012/11/11,1.19,2.36,2.24,2.79,2.82,1.145
Green Leaf Lettuce,2012/11/11,0.31,1.79,1.36,1.19,1.86,4.0
Honeydews,2012/11/11,0.92,3.99,4.66,3.5,4.99,3.6576
Cantaloupe,2012/11/4,1.0,3.49,2.67,2.91,3.74,2.2025
Strawberries,2012/11/4,1.75,3.07,3.12,3.37,4.24,0.9714
Carrots,2012/11/4,0.26,0.92,0.84,0.92,1.24,2.7692
Tomatoes,2012/11/4,0.65,2.24,1.87,1.99,2.24,2.2077
Cauliflower,2012/11/4,0.81,2.83,2.59,2.13,3.24,2.3302
Celery,2012/11/4,0.44,1.51,1.37,1.52,2.12,2.7045
Flame Grapes,2012/11/4,1.16,2.44,2.24,2.08,2.62,1.0216
Green Leaf Lettuce,2012/11/4,0.3,1.79,1.36,1.19,1.86,4.1667000000000005
Honeydews,2012/11/4,1.0,4.49,4.66,3.78,4.99,3.48
Iceberg Lettuce,2012/11/4,0.35,1.33,1.21,1.17,1.92,3.0214
Oranges,2012/11/4,0.49,1.45,1.54,1.19,1.93,2.1172999999999997
Broccoli Bunches,2012/11/4,0.56,2.6,1.5,1.07,2.16,2.2723
Red Leaf Lettuce,2012/11/4,0.3,1.86,1.56,1.19,2.02,4.525
Broccoli Crowns,2012/11/4,0.43,1.56,1.61,1.37,1.69,2.6220999999999997
Romaine Lettuce,2012/11/4,0.39,2.05,1.91,1.19,2.43,3.859
Green Leaf Lettuce,2012/10/28,0.32,1.79,1.34,1.17,1.93,3.8672000000000004
Honeydews,2012/10/28,1.25,3.83,3.99,7.46,4.99,3.054
Iceberg Lettuce,2012/10/28,0.38,1.35,1.2,1.12,1.78,2.5855
Potatoes,2012/10/28,0.93,5.14,4.12,3.29,0.0,2.3737
Broccoli Bunches,2012/10/28,0.56,2.61,2.24,1.07,2.16,2.6071
Red Leaf Lettuce,2012/10/28,0.3,1.86,1.5,1.14,2.09,4.491700000000001
Broccoli Crowns,2012/10/28,0.48,1.91,1.61,1.47,1.66,2.4635
Romaine Lettuce,2012/10/28,0.39,2.05,1.96,1.17,2.61,3.9936000000000003
Cantaloupe,2012/10/28,1.0,2.99,4.76,3.04,3.32,2.5275
Strawberries,2012/10/28,1.58,2.82,3.19,2.87,3.99,1.0364
Carrots,2012/10/28,0.26,0.92,0.84,1.16,1.19,2.9519
Tomatoes,2012/10/28,0.55,1.87,2.14,1.99,1.99,2.6318
Cauliflower,2012/10/28,0.72,2.83,2.77,2.38,2.75,2.7257
Celery,2012/10/28,0.4,1.51,1.51,1.49,2.16,3.1688
Flame Grapes,2012/10/28,1.16,2.24,2.69,2.49,2.99,1.2435
Red Leaf Lettuce,2012/10/21,0.29,1.81,1.5,1.12,2.02,4.5603
Broccoli Bunches,2012/10/21,0.49,2.29,1.84,1.09,2.12,2.7449000000000003
Romaine Lettuce,2012/10/21,0.32,2.08,1.96,1.17,2.43,4.9688
Broccoli Crowns,2012/10/21,0.41,1.61,1.61,1.37,1.92,2.9695
Strawberries,2012/10/21,1.46,2.82,3.07,2.62,3.87,1.1199
Cantaloupe,2012/10/21,1.12,2.8,2.77,2.77,3.24,1.5848
Tomatoes,2012/10/21,0.6,1.74,2.26,1.49,1.99,2.1167
Carrots,2012/10/21,0.26,0.91,0.84,1.09,1.22,2.9038
Cauliflower,2012/10/21,0.59,2.47,2.66,2.53,2.87,3.4619
Celery,2012/10/21,0.37,1.53,1.51,1.52,1.93,3.3851
Flame Grapes,2012/10/21,1.11,2.14,2.08,2.24,2.49,1.0158
Green Leaf Lettuce,2012/10/21,0.29,1.81,1.34,1.12,1.86,4.2845
Honeydews,2012/10/21,1.29,3.83,4.16,3.69,4.99,2.2306
Iceberg Lettuce,2012/10/21,0.44,1.31,1.15,1.17,1.67,2.0114
Tomatoes,2012/10/14,0.55,1.74,1.74,1.99,1.99,2.3909000000000002
Carrots,2012/10/14,0.26,0.91,0.84,1.16,1.22,2.9712
Cauliflower,2012/10/14,0.54,2.95,3.12,3.38,2.99,4.7593000000000005
Celery,2012/10/14,0.35,1.51,1.42,1.69,2.12,3.8143000000000002
Flame Grapes,2012/10/14,1.11,2.14,1.89,2.49,2.87,1.1149
Green Leaf Lettuce,2012/10/14,0.27,1.81,1.4,1.17,1.76,4.6852
Honeydews,2012/10/14,1.62,4.39,4.49,3.59,4.99,1.6944
Iceberg Lettuce,2012/10/14,0.36,1.36,1.15,1.17,1.92,2.8889
Red Leaf Lettuce,2012/10/14,0.28,1.86,1.54,1.17,1.9,4.776800000000001
Broccoli Bunches,2012/10/14,0.43,2.49,2.27,1.14,2.49,3.8779000000000003
Romaine Lettuce,2012/10/14,0.3,2.08,1.86,1.17,2.43,5.2833000000000006
Broccoli Crowns,2012/10/14,0.41,1.73,1.52,1.47,1.72,2.9268
Strawberries,2012/10/14,1.29,2.79,2.99,2.62,3.87,1.3779
Cantaloupe,2012/10/14,1.33,2.62,2.49,2.68,2.87,1.0038
Flame Grapes,2012/10/7,1.01,1.91,1.84,1.87,1.99,0.8837
Green Leaf Lettuce,2012/10/7,0.28,1.76,1.52,1.12,1.86,4.589300000000001
Honeydews,2012/10/7,1.5,3.99,4.49,3.69,4.99,1.86
Iceberg Lettuce,2012/10/7,0.31,1.36,1.03,1.17,1.21,2.8468
Avocados,2012/10/7,0.59,1.17,1.29,1.09,1.37,1.0847
Red Leaf Lettuce,2012/10/7,0.27,1.75,1.61,1.12,2.02,5.0185
Broccoli Bunches,2012/10/7,0.48,2.49,1.87,1.19,2.49,3.1875
Romaine Lettuce,2012/10/7,0.3,2.08,2.11,1.17,2.43,5.4917
Broccoli Crowns,2012/10/7,0.41,1.85,1.52,1.47,1.72,3.0
Strawberries,2012/10/7,1.29,2.82,2.94,2.25,4.24,1.374
Cantaloupe,2012/10/7,0.73,2.57,2.64,2.59,3.12,2.7397000000000005
Tomatoes,2012/10/7,0.55,1.74,1.99,1.99,1.99,2.5044999999999997
Carrots,2012/10/7,0.26,0.91,0.84,1.09,1.22,2.9038
Cauliflower,2012/10/7,0.69,2.95,3.12,3.38,3.0,3.5109
Celery,2012/10/7,0.41,1.58,1.51,1.47,2.24,3.1463
Red Leaf Lettuce,2012/9/30,0.28,1.88,1.46,1.17,2.02,4.8304
